iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.08,4.779,iteration
2,0,1,3,4.35,5.653,iteration
2,0,1,4,5.86,5.923,iteration
2,0,1,5,8.9,6.171,iteration
2,0,1,6,19.28,6.59,iteration
2,0,1,7,22.39,6.7,iteration
2,0,1,8,27.55,6.85,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.08,4.762,iteration
4,0,1,3,4.35,5.665,iteration
4,0,1,4,5.86,5.931,iteration
4,0,1,5,8.9,6.169,iteration
4,0,1,6,19.28,6.59,iteration
4,0,1,7,22.39,6.7,iteration
4,0,1,8,27.55,6.85,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.08,4.746,iteration
6,0,1,3,4.35,5.673,iteration
6,0,1,4,5.86,5.937,iteration
6,0,1,5,8.9,6.168,iteration
6,0,1,6,19.28,6.59,iteration
6,0,1,7,22.39,6.7,iteration
6,0,1,8,27.55,6.85,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.08,4.733,iteration
8,0,1,3,4.35,5.686,iteration
8,0,1,4,5.86,5.94,iteration
8,0,1,5,8.9,6.165,iteration
8,0,1,6,19.28,6.59,iteration
8,0,1,7,22.39,6.7,iteration
8,0,1,8,27.55,6.85,iteration
8,0,1,9,45.0,8.1,iteration
