iteration,backup,parameter,mean,std,rms,mean_abs,min,max,n_events
1,0,origin_time,0.023695652173913034,0.02400350478505115,0.03372909980881558,0.02739130434782608,-0.044,0.082,46
1,0,x,0.4421304347826087,0.09428647574549924,0.452072185463301,0.4421304347826087,0.227,0.65,46
1,0,y,-0.819891304347826,0.1559140270707838,0.8345842886027802,0.819891304347826,-1.251,-0.475,46
1,0,z,0.0812391304347826,0.20198344581141434,0.21770877036916123,0.1839347826086956,-0.581,0.405,46
2,0,origin_time,-0.011521739130434782,0.009536518210758106,0.014956458543850313,0.012391304347826088,-0.036,0.013,46
2,0,x,0.042499999999999996,0.02747073541694554,0.050605249770629794,0.04636956521739131,-0.086,0.095,46
2,0,y,-0.063,0.03898940770316315,0.0740889594544523,0.06743478260869566,-0.166,0.095,46
2,0,z,0.03804347826086957,0.08462293771727439,0.09278118249993883,0.06530434782608695,-0.294,0.227,46
3,0,origin_time,-0.0008043478260869565,0.0031389527831219744,0.00324037034920393,0.0019782608695652175,-0.013,0.007,46
3,0,x,0.005782608695652175,0.005212497705049065,0.0077851586786766205,0.006130434782608696,-0.005,0.023,46
3,0,y,-0.0034999999999999996,0.01017402917064903,0.010759222535351585,0.0074565217391304355,-0.038,0.025,46
3,0,z,0.014347826086956523,0.05016503952880209,0.05217653978894946,0.03226086956521739,-0.201,0.142,46
4,0,origin_time,-0.004326086956521739,0.00425826229013303,0.006070241023794404,0.004673913043478262,-0.017,0.005,46
4,0,x,0.03732608695652174,0.004965333509645025,0.037654897481573704,0.03732608695652174,0.03,0.047,46
4,0,y,-0.04510869565217391,0.006383498634793924,0.045558132954071656,0.04510869565217391,-0.064,-0.036,46
4,0,z,0.03547826086956522,0.03982883985169475,0.05333894897971715,0.04143478260869565,-0.052,0.127,46
5,0,origin_time,-0.0010217391304347828,0.0014063386077944233,0.0017383150262351133,0.0011086956521739132,-0.007,0.002,46
5,0,x,0.00241304347826087,0.0023085482635340684,0.0033394870733457673,0.002630434782608696,-0.002,0.01,46
5,0,y,-0.003630434782608696,0.002936714340093689,0.004669512589777112,0.003630434782608696,-0.017,0.0,46
5,0,z,0.0156304347826087,0.019440386800200216,0.024944721494432096,0.018065217391304348,-0.046,0.079,46
6,0,origin_time,-0.004347826086956522,0.004113696060005173,0.0059854897006445295,0.004695652173913044,-0.014,0.004,46
6,0,x,0.030565217391304342,0.0057583669707767255,0.031102914724312026,0.030565217391304342,0.019,0.039,46
6,0,y,-0.03463043478260869,0.005454789262466571,0.035057406337754574,0.03463043478260869,-0.046,-0.025,46
6,0,z,0.02282608695652174,0.03616706665980872,0.04276782618419761,0.03717391304347826,-0.026,0.08,46
7,0,origin_time,-0.0008043478260869566,0.001055411834255509,0.0013269776053940743,0.0008478260869565219,-0.005,0.001,46
7,0,x,0.00191304347826087,0.002093738978753827,0.0028361026534435532,0.002521739130434783,-0.004,0.006,46
7,0,y,-0.0030434782608695656,0.0028964485130341684,0.004201449025401056,0.0031739130434782614,-0.014,0.003,46
7,0,z,0.01058695652173913,0.01965415774904121,0.022324192375478925,0.01571739130434783,-0.081,0.051,46
8,0,origin_time,-0.003891304347826088,0.0033894225548312044,0.0051604684654214,0.0040217391304347835,-0.012,0.002,46
8,0,x,0.025608695652173906,0.0034292746150801734,0.025837283475460503,0.025608695652173906,0.019,0.031,46
8,0,y,-0.023282608695652175,0.0038767032356521298,0.023603150121375198,0.023282608695652175,-0.031,-0.017,46
8,0,z,0.02006521739130435,0.03070150978720119,0.03667690897791025,0.03184782608695652,-0.045,0.064,46
