iteration,backup,model,mean_change,std_change,rms_change,mean_abs_change,min_change,max_change,max_abs_change,n_layers
2,0,1,0.013000000000000001,0.059851668499902505,0.06124722215923121,0.03611111111111111,-0.104,0.12,0.12,9
4,0,1,0.015111111111111112,0.023177788430806118,0.02766867462592951,0.015111111111111112,0.0,0.065,0.065,9
6,0,1,0.012666666666666666,0.0224449944927099,0.025772509040103607,0.012666666666666666,0.0,0.071,0.071,9
8,0,1,0.013333333333333332,0.026616619703569502,0.029769484749021472,0.013333333333333332,0.0,0.086,0.086,9
