iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.46,4.501,iteration
2,0,1,3,3.37,5.413,iteration
2,0,1,4,5.43,6.024,iteration
2,0,1,5,9.41,6.303,iteration
2,0,1,6,18.76,6.304,iteration
2,0,1,7,21.17,6.72,iteration
2,0,1,8,25.82,6.84,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.46,4.501,iteration
4,0,1,3,3.37,5.475,iteration
4,0,1,4,5.43,6.05,iteration
4,0,1,5,9.41,6.353,iteration
4,0,1,6,18.76,6.354,iteration
4,0,1,7,21.17,6.72,iteration
4,0,1,8,25.82,6.84,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.46,4.501,iteration
6,0,1,3,3.37,5.497,iteration
6,0,1,4,5.43,6.071,iteration
6,0,1,5,9.41,6.38,iteration
6,0,1,6,18.76,6.381,iteration
6,0,1,7,21.17,6.72,iteration
6,0,1,8,25.82,6.84,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.46,4.501,iteration
8,0,1,3,3.37,5.566,iteration
8,0,1,4,5.43,6.083,iteration
8,0,1,5,9.41,6.385,iteration
8,0,1,6,18.76,6.386,iteration
8,0,1,7,21.17,6.72,iteration
8,0,1,8,25.82,6.84,iteration
8,0,1,9,45.0,8.1,iteration
