iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.2,4.829,iteration
2,0,1,3,4.8,5.486,iteration
2,0,1,4,5.67,6.013,iteration
2,0,1,5,8.6,6.329,iteration
2,0,1,6,19.32,6.61,iteration
2,0,1,7,22.73,6.9,iteration
2,0,1,8,26.09,7.03,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.2,4.878,iteration
4,0,1,3,4.8,5.615,iteration
4,0,1,4,5.67,5.994,iteration
4,0,1,5,8.6,6.311,iteration
4,0,1,6,19.32,6.61,iteration
4,0,1,7,22.73,6.9,iteration
4,0,1,8,26.09,7.03,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.2,4.893,iteration
6,0,1,3,4.8,5.717,iteration
6,0,1,4,5.67,5.989,iteration
6,0,1,5,8.6,6.289,iteration
6,0,1,6,19.32,6.61,iteration
6,0,1,7,22.73,6.9,iteration
6,0,1,8,26.09,7.03,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.2,4.91,iteration
8,0,1,3,4.8,5.817,iteration
8,0,1,4,5.67,5.973,iteration
8,0,1,5,8.6,6.297,iteration
8,0,1,6,19.32,6.61,iteration
8,0,1,7,22.73,6.9,iteration
8,0,1,8,26.09,7.03,iteration
8,0,1,9,45.0,8.1,iteration
