iteration,backup,model,mean_change,std_change,rms_change,mean_abs_change,min_change,max_change,max_abs_change,n_layers
2,0,1,0.018555555555555558,0.07603231931387412,0.07826379892531554,0.04700000000000001,-0.101,0.166,0.166,9
4,0,1,0.015555555555555557,0.04383329812701022,0.04651164728681767,0.023777777777777776,-0.019,0.128,0.128,9
6,0,1,0.01,0.0337276675083759,0.0351789078220964,0.016,-0.022,0.102,0.102,9
8,0,1,0.012111111111111112,0.03212629398844658,0.034333333333333334,0.01566666666666667,-0.016,0.1,0.1,9
