iteration,backup,attempt,data_variance,mean_squared_residual,rms_residual,step_length,better,accepted,final,status
0,0,0,0.035128,0.025109,0.158459,,True,True,False,accepted
1,0,0,0.023592,0.016863,0.129857,4.492,True,True,False,accepted
2,0,0,0.003404,0.002267,0.047615,2.515,True,True,False,accepted
3,0,0,0.003132,0.002239,0.047315,0.517,True,True,False,accepted
4,0,0,0.002283,0.001521,0.038996,1.779,True,True,False,accepted
5,0,0,0.002108,0.001507,0.038818,0.395,True,True,False,accepted
6,0,0,0.002119,0.001411,0.03757,1.376,True,True,False,accepted
7,0,0,0.001958,0.0014,0.037412,0.344,True,True,False,accepted
8,0,0,0.002025,0.001349,0.036729,1.067,True,True,True,accepted
