iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.8,4.791,iteration
2,0,1,3,4.02,5.776,iteration
2,0,1,4,5.05,6.012,iteration
2,0,1,5,9.36,6.306,iteration
2,0,1,6,18.66,6.52,iteration
2,0,1,7,21.97,6.83,iteration
2,0,1,8,27.68,7.12,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.8,4.804,iteration
4,0,1,3,4.02,5.797,iteration
4,0,1,4,5.05,5.99,iteration
4,0,1,5,9.36,6.3,iteration
4,0,1,6,18.66,6.52,iteration
4,0,1,7,21.97,6.83,iteration
4,0,1,8,27.68,7.12,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.8,4.819,iteration
6,0,1,3,4.02,5.828,iteration
6,0,1,4,5.05,5.971,iteration
6,0,1,5,9.36,6.284,iteration
6,0,1,6,18.66,6.52,iteration
6,0,1,7,21.97,6.83,iteration
6,0,1,8,27.68,7.12,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.8,4.831,iteration
8,0,1,3,4.02,5.83,iteration
8,0,1,4,5.05,5.967,iteration
8,0,1,5,9.36,6.274,iteration
8,0,1,6,18.66,6.52,iteration
8,0,1,7,21.97,6.83,iteration
8,0,1,8,27.68,7.12,iteration
8,0,1,9,45.0,8.1,iteration
