iteration,backup,attempt,data_variance,mean_squared_residual,rms_residual,step_length,better,accepted,final,status
0,0,0,2.936244,2.006349,1.416456,,True,True,False,accepted
1,0,0,0.453662,0.309989,0.556767,72.082,True,True,False,accepted
2,0,0,0.255258,0.163435,0.404271,8.883,True,True,False,accepted
3,0,0,0.052817,0.03609,0.189975,18.739,True,True,False,accepted
4,0,0,0.027066,0.017329,0.131641,8.476,True,True,False,accepted
5,0,0,0.01643,0.011227,0.105958,8.064,True,True,False,accepted
6,0,0,0.009534,0.006104,0.078131,6.153,True,True,False,accepted
7,0,0,0.005046,0.003448,0.058717,4.375,True,True,False,accepted
8,0,0,0.003179,0.002035,0.045116,3.5,True,True,True,accepted
