iteration,backup,parameter,mean,std,rms,mean_abs,min,max,n_events
1,0,origin_time,-0.0407948717948718,0.6073794986318823,0.608747958454956,0.41217948717948716,-2.081,1.319,39
1,0,x,2.0767692307692305,6.722874722653186,7.036335336974707,5.467128205128206,-8.722,17.595,39
1,0,y,0.32246153846153847,6.398615715061619,6.406735870380526,5.380512820512821,-9.244,14.025,39
1,0,z,0.9443076923076922,1.6703746570961355,1.9188195623404805,1.8673846153846154,-2.0,2.0,39
2,0,origin_time,0.07360869565217391,0.11423706819799165,0.1358982995702557,0.11830434782608698,-0.32,0.243,46
2,0,x,-0.11234782608695652,0.500908445048954,0.5133530016935969,0.4280434782608696,-1.177,1.23,46
2,0,y,-0.03406521739130433,0.6979589000660958,0.698789714590442,0.44402173913043486,-2.307,2.604,46
2,0,z,0.1218913043478261,0.9616028111679609,0.9692974035463724,0.8482826086956522,-2.0,2.0,46
3,0,origin_time,-0.09954347826086958,0.2897356896358667,0.306358734024417,0.2093695652173913,-1.044,0.332,46
3,0,x,-0.2204782608695652,1.2197827272515886,1.239548532820475,0.7409999999999997,-4.87,2.528,46
3,0,y,-0.09865217391304348,1.8545042724157628,1.8571263682975605,1.2202608695652173,-5.528,6.603,46
3,0,z,-0.03489130434782608,1.597700783167199,1.5980817237088265,1.4598478260869567,-2.0,2.0,46
4,0,origin_time,0.1396086956521739,0.06087066769187929,0.1523017599601414,0.141,-0.029,0.268,46
4,0,x,-0.20145652173913045,0.26484792244358707,0.3327599016917649,0.27823913043478266,-0.644,0.437,46
4,0,y,-0.07889130434782608,0.17356470141293,0.1906529398626228,0.14671739130434783,-0.485,0.363,46
4,0,z,-0.015956521739130453,1.1765160424361585,1.1766242427791689,0.9724782608695652,-2.0,2.0,46
5,0,origin_time,-0.010891304347826085,0.09848355154230391,0.09908395649540147,0.06545652173913043,-0.284,0.279,46
5,0,x,-0.02360869565217391,0.12588218754763097,0.12807691303343438,0.08356521739130435,-0.376,0.434,46
5,0,y,-0.012652173913043477,0.12212737780005588,0.12278099980470707,0.09282608695652175,-0.299,0.259,46
5,0,z,-0.12808695652173913,1.1644579971906124,1.1714814107155838,0.9329565217391304,-2.0,2.0,46
6,0,origin_time,0.0756086956521739,0.06337482639059303,0.09865618824108739,0.08043478260869566,-0.042,0.295,46
6,0,x,-0.09167391304347826,0.13173954118173878,0.16049739263763216,0.13002173913043477,-0.451,0.212,46
6,0,y,-0.058782608695652175,0.05131950770862456,0.07803260188230134,0.06686956521739132,-0.162,0.042,46
6,0,z,-0.009326086956521732,0.8828196441528017,0.8828689030654552,0.634195652173913,-2.0,2.0,46
7,0,origin_time,-0.0011304347826086964,0.05146447009753097,0.05147688379474219,0.02969565217391304,-0.101,0.216,46
7,0,x,-0.011326086956521741,0.07471920024122376,0.07557274065716277,0.03923913043478261,-0.234,0.312,46
7,0,y,0.0006521739130434781,0.04426610116856246,0.044270905157657,0.03165217391304348,-0.123,0.125,46
7,0,z,-0.04428260869565217,0.6355013653405605,0.637042333587501,0.38836956521739124,-2.0,1.465,46
8,0,origin_time,0.022347826086956523,0.04094121840931605,0.046643420711309044,0.02713043478260869,-0.052,0.228,46
8,0,x,0.012108695652173911,0.0651170278474838,0.06623328337087749,0.04310869565217391,-0.143,0.298,46
8,0,y,-0.022934782608695647,0.026072976326418095,0.0347246936318535,0.027195652173913037,-0.105,0.041,46
8,0,z,-0.10847826086956525,0.4964873893547346,0.5082000205328264,0.27669565217391306,-2.0,0.814,46
