iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.47,4.763,iteration
2,0,1,3,3.86,5.733,iteration
2,0,1,4,5.41,5.984,iteration
2,0,1,5,9.08,6.255,iteration
2,0,1,6,19.15,6.57,iteration
2,0,1,7,21.93,6.81,iteration
2,0,1,8,26.73,7.05,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.47,4.762,iteration
4,0,1,3,3.86,5.727,iteration
4,0,1,4,5.41,5.982,iteration
4,0,1,5,9.08,6.255,iteration
4,0,1,6,19.15,6.57,iteration
4,0,1,7,21.93,6.81,iteration
4,0,1,8,26.73,7.05,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.47,4.762,iteration
6,0,1,3,3.86,5.723,iteration
6,0,1,4,5.41,5.982,iteration
6,0,1,5,9.08,6.253,iteration
6,0,1,6,19.15,6.57,iteration
6,0,1,7,21.93,6.81,iteration
6,0,1,8,26.73,7.05,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.47,4.761,iteration
8,0,1,3,3.86,5.722,iteration
8,0,1,4,5.41,5.98,iteration
8,0,1,5,9.08,6.248,iteration
8,0,1,6,19.15,6.57,iteration
8,0,1,7,21.93,6.81,iteration
8,0,1,8,26.73,7.05,iteration
8,0,1,9,45.0,8.1,iteration
