iteration,model,layer,depth,velocity
8,1,1,-5.0,4.49988
8,1,2,2.1176,4.66604
8,1,3,4.2374,5.6112400000000004
8,1,4,5.702999999999999,6.0258199999999995
8,1,5,9.5358,6.33046
8,1,6,19.118,6.577279999999999
8,1,7,22.787,6.8186
8,1,8,26.847600000000003,7.0608
8,1,9,45.0,8.1
