iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.2,4.588,iteration
2,0,1,3,4.13,5.45,iteration
2,0,1,4,5.81,6.066,iteration
2,0,1,5,8.88,6.329,iteration
2,0,1,6,19.98,6.6,iteration
2,0,1,7,22.64,6.85,iteration
2,0,1,8,26.05,7.0,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.2,4.501,iteration
4,0,1,3,4.13,5.589,iteration
4,0,1,4,5.81,6.074,iteration
4,0,1,5,8.88,6.354,iteration
4,0,1,6,19.98,6.6,iteration
4,0,1,7,22.64,6.85,iteration
4,0,1,8,26.05,7.0,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.2,4.501,iteration
6,0,1,3,4.13,5.688,iteration
6,0,1,4,5.81,6.075,iteration
6,0,1,5,8.88,6.36,iteration
6,0,1,6,19.98,6.6,iteration
6,0,1,7,22.64,6.85,iteration
6,0,1,8,26.05,7.0,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.2,4.501,iteration
8,0,1,3,4.13,5.739,iteration
8,0,1,4,5.81,6.077,iteration
8,0,1,5,8.88,6.362,iteration
8,0,1,6,19.98,6.6,iteration
8,0,1,7,22.64,6.85,iteration
8,0,1,8,26.05,7.0,iteration
8,0,1,9,45.0,8.1,iteration
