iteration,backup,attempt,data_variance,mean_squared_residual,rms_residual,step_length,better,accepted,final,status
0,0,0,0.020398,0.013938,0.11806,,True,True,False,accepted
1,0,0,0.002421,0.001654,0.040669,7.703,True,True,False,accepted
2,0,0,0.001522,0.000972,0.031172,1.354,True,True,False,accepted
3,0,0,0.001407,0.000962,0.031011,0.364,True,True,False,accepted
4,0,0,0.001469,0.000938,0.030623,0.631,True,True,False,accepted
5,0,0,0.001373,0.000938,0.030633,0.169,True,True,False,accepted
6,0,0,0.001453,0.000928,0.030465,0.415,True,True,False,accepted
7,0,0,0.001358,0.000928,0.03046,0.091,True,True,False,accepted
8,0,0,0.00145,0.000926,0.030426,0.324,True,True,True,accepted
