iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.66,4.758,iteration
2,0,1,3,4.31,5.618,iteration
2,0,1,4,5.48,5.863,iteration
2,0,1,5,9.23,6.095,iteration
2,0,1,6,19.75,6.38,iteration
2,0,1,7,21.39,6.62,iteration
2,0,1,8,26.88,6.93,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.66,4.747,iteration
4,0,1,3,4.31,5.638,iteration
4,0,1,4,5.48,5.859,iteration
4,0,1,5,9.23,6.109,iteration
4,0,1,6,19.75,6.38,iteration
4,0,1,7,21.39,6.62,iteration
4,0,1,8,26.88,6.93,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.66,4.738,iteration
6,0,1,3,4.31,5.648,iteration
6,0,1,4,5.48,5.86,iteration
6,0,1,5,9.23,6.116,iteration
6,0,1,6,19.75,6.38,iteration
6,0,1,7,21.39,6.62,iteration
6,0,1,8,26.88,6.93,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.66,4.729,iteration
8,0,1,3,4.31,5.653,iteration
8,0,1,4,5.48,5.864,iteration
8,0,1,5,9.23,6.119,iteration
8,0,1,6,19.75,6.38,iteration
8,0,1,7,21.39,6.62,iteration
8,0,1,8,26.88,6.93,iteration
8,0,1,9,45.0,8.1,iteration
