iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.54,4.567,iteration
2,0,1,3,3.94,5.524,iteration
2,0,1,4,5.17,5.941,iteration
2,0,1,5,9.09,6.287,iteration
2,0,1,6,18.92,6.5,iteration
2,0,1,7,23.6,6.69,iteration
2,0,1,8,26.26,6.96,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.54,4.501,iteration
4,0,1,3,3.94,5.58,iteration
4,0,1,4,5.17,5.975,iteration
4,0,1,5,9.09,6.335,iteration
4,0,1,6,18.92,6.5,iteration
4,0,1,7,23.6,6.69,iteration
4,0,1,8,26.26,6.96,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.54,4.501,iteration
6,0,1,3,3.94,5.607,iteration
6,0,1,4,5.17,5.997,iteration
6,0,1,5,9.09,6.365,iteration
6,0,1,6,18.92,6.5,iteration
6,0,1,7,23.6,6.69,iteration
6,0,1,8,26.26,6.96,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.499,iteration
8,0,1,2,2.54,4.5,iteration
8,0,1,3,3.94,5.611,iteration
8,0,1,4,5.17,6.011,iteration
8,0,1,5,9.09,6.379,iteration
8,0,1,6,18.92,6.5,iteration
8,0,1,7,23.6,6.69,iteration
8,0,1,8,26.26,6.96,iteration
8,0,1,9,45.0,8.1,iteration
