iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.38,4.501,iteration
2,0,1,3,3.51,5.016,iteration
2,0,1,4,5.57,5.137,iteration
2,0,1,5,8.08,5.364,iteration
2,0,1,6,10.41,5.713,iteration
2,0,1,7,11.94,6.012,iteration
2,0,1,8,15.73,6.321,iteration
2,0,1,9,19.45,6.607,iteration
2,0,1,10,23.1,6.78,iteration
2,0,1,11,27.25,6.97,iteration
2,0,1,12,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.38,4.501,iteration
4,0,1,3,3.51,4.966,iteration
4,0,1,4,5.57,5.265,iteration
4,0,1,5,8.08,5.45,iteration
4,0,1,6,10.41,5.791,iteration
4,0,1,7,11.94,6.043,iteration
4,0,1,8,15.73,6.371,iteration
4,0,1,9,19.45,6.627,iteration
4,0,1,10,23.1,6.78,iteration
4,0,1,11,27.25,6.97,iteration
4,0,1,12,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.38,4.501,iteration
6,0,1,3,3.51,4.772,iteration
6,0,1,4,5.57,5.397,iteration
6,0,1,5,8.08,5.555,iteration
6,0,1,6,10.41,5.891,iteration
6,0,1,7,11.94,6.086,iteration
6,0,1,8,15.73,6.435,iteration
6,0,1,9,19.45,6.627,iteration
6,0,1,10,23.1,6.78,iteration
6,0,1,11,27.25,6.97,iteration
6,0,1,12,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.38,4.501,iteration
8,0,1,3,3.51,4.572,iteration
8,0,1,4,5.57,5.482,iteration
8,0,1,5,8.08,5.658,iteration
8,0,1,6,10.41,5.969,iteration
8,0,1,7,11.94,6.118,iteration
8,0,1,8,15.73,6.498,iteration
8,0,1,9,19.45,6.627,iteration
8,0,1,10,23.1,6.78,iteration
8,0,1,11,27.25,6.97,iteration
8,0,1,12,45.0,8.1,iteration
