iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.15,4.501,iteration
2,0,1,3,3.67,5.075,iteration
2,0,1,4,5.42,5.932,iteration
2,0,1,5,10.28,6.17,iteration
2,0,1,6,13.96,6.427,iteration
2,0,1,7,17.67,6.428,iteration
2,0,1,8,23.4,6.76,iteration
2,0,1,9,26.88,7.0,iteration
2,0,1,10,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.15,4.501,iteration
4,0,1,3,3.67,5.113,iteration
4,0,1,4,5.42,5.956,iteration
4,0,1,5,10.28,6.22,iteration
4,0,1,6,13.96,6.544,iteration
4,0,1,7,17.67,6.545,iteration
4,0,1,8,23.4,6.76,iteration
4,0,1,9,26.88,7.0,iteration
4,0,1,10,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.15,4.501,iteration
6,0,1,3,3.67,5.166,iteration
6,0,1,4,5.42,5.978,iteration
6,0,1,5,10.28,6.267,iteration
6,0,1,6,13.96,6.596,iteration
6,0,1,7,17.67,6.597,iteration
6,0,1,8,23.4,6.76,iteration
6,0,1,9,26.88,7.0,iteration
6,0,1,10,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.15,4.501,iteration
8,0,1,3,3.67,5.227,iteration
8,0,1,4,5.42,5.998,iteration
8,0,1,5,10.28,6.297,iteration
8,0,1,6,13.96,6.626,iteration
8,0,1,7,17.67,6.627,iteration
8,0,1,8,23.4,6.76,iteration
8,0,1,9,26.88,7.0,iteration
8,0,1,10,45.0,8.1,iteration
