iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.75,4.765,iteration
2,0,1,3,3.71,5.562,iteration
2,0,1,4,4.83,5.836,iteration
2,0,1,5,8.82,6.142,iteration
2,0,1,6,19.11,6.34,iteration
2,0,1,7,23.18,6.56,iteration
2,0,1,8,26.37,6.81,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.75,4.762,iteration
4,0,1,3,3.71,5.569,iteration
4,0,1,4,4.83,5.853,iteration
4,0,1,5,8.82,6.13,iteration
4,0,1,6,19.11,6.34,iteration
4,0,1,7,23.18,6.56,iteration
4,0,1,8,26.37,6.81,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.75,4.759,iteration
6,0,1,3,3.71,5.575,iteration
6,0,1,4,4.83,5.861,iteration
6,0,1,5,8.82,6.123,iteration
6,0,1,6,19.11,6.34,iteration
6,0,1,7,23.18,6.56,iteration
6,0,1,8,26.37,6.81,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.75,4.756,iteration
8,0,1,3,3.71,5.575,iteration
8,0,1,4,4.83,5.864,iteration
8,0,1,5,8.82,6.123,iteration
8,0,1,6,19.11,6.34,iteration
8,0,1,7,23.18,6.56,iteration
8,0,1,8,26.37,6.81,iteration
8,0,1,9,45.0,8.1,iteration
