iteration,backup,attempt,data_variance,mean_squared_residual,rms_residual,step_length,better,accepted,final,status
0,0,0,0.019563,0.013368,0.115619,,True,True,False,accepted
1,0,0,0.002099,0.001434,0.037875,7.102,True,True,False,accepted
2,0,0,0.001498,0.000957,0.03093,1.358,True,True,False,accepted
3,0,0,0.001377,0.000941,0.030672,0.404,True,True,False,accepted
4,0,0,0.001436,0.000917,0.030278,0.678,True,True,False,accepted
5,0,0,0.001336,0.000913,0.030213,0.247,True,True,False,accepted
6,0,0,0.001428,0.000912,0.030197,0.461,True,True,False,accepted
7,0,0,0.001326,0.000906,0.030105,0.236,True,True,False,accepted
8,0,0,0.001415,0.000903,0.030054,0.261,True,True,True,accepted
