iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.97,4.501,iteration
2,0,1,3,4.55,5.182,iteration
2,0,1,4,5.78,5.933,iteration
2,0,1,5,9.88,6.169,iteration
2,0,1,6,19.37,6.26,iteration
2,0,1,7,22.95,6.65,iteration
2,0,1,8,27.38,6.94,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.97,4.501,iteration
4,0,1,3,4.55,5.305,iteration
4,0,1,4,5.78,5.959,iteration
4,0,1,5,9.88,6.251,iteration
4,0,1,6,19.37,6.26,iteration
4,0,1,7,22.95,6.65,iteration
4,0,1,8,27.38,6.94,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.97,4.501,iteration
6,0,1,3,4.55,5.454,iteration
6,0,1,4,5.78,5.981,iteration
6,0,1,5,9.88,6.287,iteration
6,0,1,6,19.37,6.288,iteration
6,0,1,7,22.95,6.65,iteration
6,0,1,8,27.38,6.94,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.97,4.501,iteration
8,0,1,3,4.55,5.564,iteration
8,0,1,4,5.78,5.99,iteration
8,0,1,5,9.88,6.305,iteration
8,0,1,6,19.37,6.306,iteration
8,0,1,7,22.95,6.65,iteration
8,0,1,8,27.38,6.94,iteration
8,0,1,9,45.0,8.1,iteration
