iteration,backup,model,mean_change,std_change,rms_change,mean_abs_change,min_change,max_change,max_abs_change,n_layers
2,0,1,0.03822222222222222,0.0588836475654938,0.07020129786707809,0.03822222222222222,0.0,0.169,0.169,9
4,0,1,0.025666666666666664,0.04294699575575042,0.050032211846191874,0.025666666666666664,0.0,0.123,0.123,9
6,0,1,0.02288888888888889,0.04590919647508171,0.05129868960856169,0.02288888888888889,0.0,0.148,0.148,9
8,0,1,0.015444444444444443,0.0343158891319106,0.037631251787724404,0.015444444444444443,0.0,0.111,0.111,9
