iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.82,4.849,iteration
2,0,1,3,4.16,5.738,iteration
2,0,1,4,5.46,6.065,iteration
2,0,1,5,9.19,6.34,iteration
2,0,1,6,19.19,6.78,iteration
2,0,1,7,22.64,6.96,iteration
2,0,1,8,27.57,7.11,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.82,4.94,iteration
4,0,1,3,4.16,5.769,iteration
4,0,1,4,5.46,6.043,iteration
4,0,1,5,9.19,6.33,iteration
4,0,1,6,19.19,6.78,iteration
4,0,1,7,22.64,6.96,iteration
4,0,1,8,27.57,7.11,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.82,4.992,iteration
6,0,1,3,4.16,5.795,iteration
6,0,1,4,5.46,6.034,iteration
6,0,1,5,9.19,6.318,iteration
6,0,1,6,19.19,6.78,iteration
6,0,1,7,22.64,6.96,iteration
6,0,1,8,27.57,7.11,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.82,5.032,iteration
8,0,1,3,4.16,5.828,iteration
8,0,1,4,5.46,6.017,iteration
8,0,1,5,9.19,6.294,iteration
8,0,1,6,19.19,6.78,iteration
8,0,1,7,22.64,6.96,iteration
8,0,1,8,27.57,7.11,iteration
8,0,1,9,45.0,8.1,iteration
