iteration,backup,attempt,data_variance,mean_squared_residual,rms_residual,step_length,better,accepted,final,status
0,0,0,0.049054,0.035063,0.18725,,True,True,False,accepted
1,0,0,0.02697,0.019277,0.138843,6.972,True,True,False,accepted
2,0,0,0.002785,0.001855,0.043073,3.279,True,True,False,accepted
3,0,0,0.002523,0.001804,0.042469,0.745,True,True,False,accepted
4,0,0,0.00251,0.001672,0.040892,1.631,True,True,False,accepted
5,0,0,0.002323,0.00166,0.040747,0.335,True,True,False,accepted
6,0,0,0.002408,0.001604,0.040046,1.154,True,True,False,accepted
7,0,0,0.002222,0.001588,0.039849,0.357,True,True,False,accepted
8,0,0,0.002341,0.001559,0.039484,0.875,True,True,True,accepted
