iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.49,4.501,iteration
2,0,1,3,3.88,4.502,iteration
2,0,1,4,5.16,5.887,iteration
2,0,1,5,9.33,6.203,iteration
2,0,1,6,18.81,6.47,iteration
2,0,1,7,23.84,6.67,iteration
2,0,1,8,26.3,6.93,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.49,4.501,iteration
4,0,1,3,3.88,4.502,iteration
4,0,1,4,5.16,5.909,iteration
4,0,1,5,9.33,6.245,iteration
4,0,1,6,18.81,6.47,iteration
4,0,1,7,23.84,6.67,iteration
4,0,1,8,26.3,6.93,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.49,4.501,iteration
6,0,1,3,3.88,4.502,iteration
6,0,1,4,5.16,5.925,iteration
6,0,1,5,9.33,6.269,iteration
6,0,1,6,18.81,6.47,iteration
6,0,1,7,23.84,6.67,iteration
6,0,1,8,26.3,6.93,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.49,4.501,iteration
8,0,1,3,3.88,4.502,iteration
8,0,1,4,5.16,5.931,iteration
8,0,1,5,9.33,6.288,iteration
8,0,1,6,18.81,6.47,iteration
8,0,1,7,23.84,6.67,iteration
8,0,1,8,26.3,6.93,iteration
8,0,1,9,45.0,8.1,iteration
