iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.0,4.501,iteration
2,0,1,3,3.94,4.754,iteration
2,0,1,4,5.29,5.26,iteration
2,0,1,5,8.08,5.6,iteration
2,0,1,6,10.32,5.72,iteration
2,0,1,7,12.6,6.133,iteration
2,0,1,8,15.75,6.323,iteration
2,0,1,9,19.79,6.48,iteration
2,0,1,10,23.09,6.82,iteration
2,0,1,11,26.86,7.05,iteration
2,0,1,12,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.0,4.501,iteration
4,0,1,3,3.94,4.6,iteration
4,0,1,4,5.29,5.368,iteration
4,0,1,5,8.08,5.697,iteration
4,0,1,6,10.32,5.809,iteration
4,0,1,7,12.6,6.164,iteration
4,0,1,8,15.75,6.388,iteration
4,0,1,9,19.79,6.48,iteration
4,0,1,10,23.09,6.82,iteration
4,0,1,11,26.86,7.05,iteration
4,0,1,12,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.0,4.501,iteration
6,0,1,3,3.94,4.502,iteration
6,0,1,4,5.29,5.445,iteration
6,0,1,5,8.08,5.786,iteration
6,0,1,6,10.32,5.875,iteration
6,0,1,7,12.6,6.205,iteration
6,0,1,8,15.75,6.438,iteration
6,0,1,9,19.79,6.48,iteration
6,0,1,10,23.09,6.82,iteration
6,0,1,11,26.86,7.05,iteration
6,0,1,12,45.0,8.1,iteration
8,0,1,1,-5.0,4.499,iteration
8,0,1,2,2.0,4.5,iteration
8,0,1,3,3.94,4.501,iteration
8,0,1,4,5.29,5.511,iteration
8,0,1,5,8.08,5.87,iteration
8,0,1,6,10.32,5.92,iteration
8,0,1,7,12.6,6.254,iteration
8,0,1,8,15.75,6.489,iteration
8,0,1,9,19.79,6.49,iteration
8,0,1,10,23.09,6.82,iteration
8,0,1,11,26.86,7.05,iteration
8,0,1,12,45.0,8.1,iteration
