iteration,backup,parameter,mean,std,rms,mean_abs,min,max,n_events
1,0,origin_time,-0.775219512195122,0.0805836974964606,0.779396577096823,0.775219512195122,-0.948,-0.535,41
1,0,x,-0.07075609756097562,0.3567840626217328,0.36373244656330406,0.30241463414634145,-0.741,0.688,41
1,0,y,-0.007536585365853657,0.31055175897581777,0.3106431958404227,0.26002439024390245,-0.66,0.495,41
1,0,z,1.9210243902439024,0.14744763234167169,1.9266747292148518,1.9210243902439024,1.515,2.0,41
2,0,origin_time,0.052487804878048785,0.02996756128429174,0.06044025471690124,0.05448780487804878,-0.03,0.104,41
2,0,x,0.10895121951219514,0.05670030378871266,0.12282219947113318,0.1114878048780488,-0.049,0.224,41
2,0,y,-0.08904878048780489,0.08624156408925786,0.12396488487844785,0.10114634146341464,-0.273,0.164,41
2,0,z,-0.06502439024390244,0.10545082955527894,0.12388724220228572,0.10073170731707316,-0.277,0.157,41
3,0,origin_time,-0.013073170731707318,0.02643850688000405,0.02949410854771492,0.022731707317073174,-0.084,0.069,41
3,0,x,0.026121951219512194,0.11183005292700239,0.11484039826285318,0.08412195121951219,-0.213,0.356,41
3,0,y,-0.01934146341463415,0.08781899615495099,0.08992368037776773,0.0638780487804878,-0.274,0.183,41
3,0,z,0.6381951219512194,0.45336719729812913,0.7828376774710659,0.6393170731707316,-0.023,1.906,41
4,0,origin_time,0.017341463414634144,0.016710752717786326,0.024082682777383783,0.021390243902439026,-0.028,0.045,41
4,0,x,0.07048780487804877,0.05652459941551005,0.09035242650648491,0.07619512195121951,-0.053,0.166,41
4,0,y,-0.07358536585365853,0.05668783824908087,0.09288873490994876,0.07973170731707317,-0.17,0.05,41
4,0,z,-0.07924390243902439,0.0932661495824809,0.12238533707804754,0.09934146341463414,-0.265,0.106,41
5,0,origin_time,0.02234146341463415,0.010153960553970474,0.024540658150078706,0.02297560975609756,-0.013,0.041,41
5,0,x,0.013585365853658535,0.049039543829571784,0.050886530873996944,0.03182926829268293,-0.077,0.178,41
5,0,y,-0.0008780487804878051,0.0304904584211082,0.030503098603096766,0.020634146341463416,-0.058,0.129,41
5,0,z,0.0738780487804878,0.14069378531214885,0.15891100439262593,0.1094878048780488,-0.174,0.48,41
6,0,origin_time,0.009121951219512195,0.013176466682746286,0.016025893681560568,0.013951219512195124,-0.025,0.028,41
6,0,x,0.05682926829268293,0.04681301801381925,0.07362760616945184,0.061512195121951226,-0.035,0.145,41
6,0,y,-0.07034146341463414,0.03924942737261182,0.08055084744675406,0.0713170731707317,-0.146,0.018,41
6,0,z,-0.07404878048780487,0.09078141832526597,0.11715155912269393,0.09385365853658538,-0.28,0.096,41
7,0,origin_time,0.034682926829268296,0.0034812320806754745,0.034857199977105194,0.034682926829268296,0.029,0.044,41
7,0,x,0.00551219512195122,0.009308066135424673,0.010817781207063787,0.007902439024390244,-0.024,0.035,41
7,0,y,-0.009829268292682927,0.008464855433696721,0.012971826883015625,0.010804878048780489,-0.039,0.014,41
7,0,z,-0.05931707317073172,0.0466033805035697,0.07543467534166524,0.06190243902439025,-0.194,0.044,41
8,0,origin_time,0.004317073170731707,0.010652925910662322,0.011494431313445316,0.009536585365853658,-0.023,0.02,41
8,0,x,0.05404878048780487,0.0399529914136981,0.0672124407764065,0.056585365853658545,-0.019,0.125,41
8,0,y,-0.07229268292682926,0.03260797740374093,0.07930644485236968,0.07239024390243902,-0.135,0.002,41
8,0,z,-0.07621951219512195,0.08461635435394442,0.1138830165714565,0.09080487804878049,-0.26,0.113,41
