iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.4,4.731,iteration
2,0,1,3,4.4,5.679,iteration
2,0,1,4,5.43,5.882,iteration
2,0,1,5,9.4,6.14,iteration
2,0,1,6,18.92,6.24,iteration
2,0,1,7,22.7,6.54,iteration
2,0,1,8,27.85,6.74,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.4,4.73,iteration
4,0,1,3,4.4,5.702,iteration
4,0,1,4,5.43,5.87,iteration
4,0,1,5,9.4,6.146,iteration
4,0,1,6,18.92,6.24,iteration
4,0,1,7,22.7,6.54,iteration
4,0,1,8,27.85,6.74,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.4,4.729,iteration
6,0,1,3,4.4,5.707,iteration
6,0,1,4,5.43,5.867,iteration
6,0,1,5,9.4,6.147,iteration
6,0,1,6,18.92,6.24,iteration
6,0,1,7,22.7,6.54,iteration
6,0,1,8,27.85,6.74,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.4,4.727,iteration
8,0,1,3,4.4,5.713,iteration
8,0,1,4,5.43,5.865,iteration
8,0,1,5,9.4,6.144,iteration
8,0,1,6,18.92,6.24,iteration
8,0,1,7,22.7,6.54,iteration
8,0,1,8,27.85,6.74,iteration
8,0,1,9,45.0,8.1,iteration
