iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.36,4.749,iteration
2,0,1,3,4.19,4.88,iteration
2,0,1,4,5.06,5.993,iteration
2,0,1,5,10.73,6.347,iteration
2,0,1,6,20.03,6.56,iteration
2,0,1,7,23.49,6.77,iteration
2,0,1,8,27.87,6.96,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.36,4.83,iteration
4,0,1,3,4.19,4.906,iteration
4,0,1,4,5.06,5.987,iteration
4,0,1,5,10.73,6.376,iteration
4,0,1,6,20.03,6.56,iteration
4,0,1,7,23.49,6.77,iteration
4,0,1,8,27.87,6.96,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.36,4.857,iteration
6,0,1,3,4.19,4.95,iteration
6,0,1,4,5.06,5.984,iteration
6,0,1,5,10.73,6.379,iteration
6,0,1,6,20.03,6.56,iteration
6,0,1,7,23.49,6.77,iteration
6,0,1,8,27.87,6.96,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.36,4.871,iteration
8,0,1,3,4.19,5.006,iteration
8,0,1,4,5.06,5.978,iteration
8,0,1,5,10.73,6.372,iteration
8,0,1,6,20.03,6.56,iteration
8,0,1,7,23.49,6.77,iteration
8,0,1,8,27.87,6.96,iteration
8,0,1,9,45.0,8.1,iteration
