iteration,backup,event,origin_time_change,dx,dy,dz,change_type,applied
1,0,1,-0.721,-0.113,-0.569,1.266,iteration,True
1,0,2,-0.665,-0.257,0.409,1.116,iteration,True
1,0,3,-0.665,-0.149,-0.181,1.509,iteration,True
1,0,4,-0.673,0.115,0.461,1.981,iteration,True
1,0,5,-0.638,0.221,-0.359,1.521,iteration,True
1,0,6,-0.767,0.001,0.021,1.71,iteration,True
1,0,7,-0.603,0.252,0.449,1.628,iteration,True
1,0,8,-0.7,0.583,0.249,2.0,iteration,True
1,0,9,-0.576,0.637,-0.212,0.53,iteration,True
1,0,10,-0.647,0.361,0.21,1.199,iteration,True
1,0,11,-0.696,0.441,0.207,1.173,iteration,True
1,0,12,-0.724,-0.395,-0.395,1.209,iteration,True
1,0,13,-0.579,-0.289,0.604,1.295,iteration,True
1,0,14,-0.698,-0.211,0.378,1.764,iteration,True
1,0,15,-0.682,-0.04,0.278,1.629,iteration,True
1,0,16,-0.729,0.019,-0.068,1.291,iteration,True
1,0,17,-0.632,0.316,0.003,0.905,iteration,True
1,0,18,-0.627,0.586,-0.317,1.436,iteration,True
1,0,19,-0.656,0.277,0.423,1.906,iteration,True
1,0,20,-0.683,0.357,0.276,2.0,iteration,True
1,0,21,-0.718,-0.247,-0.344,2.0,iteration,True
1,0,22,-0.779,-0.145,-0.614,2.0,iteration,True
1,0,23,-0.702,0.588,0.341,2.0,iteration,True
1,0,24,-0.678,0.361,-0.43,1.766,iteration,True
1,0,25,-0.703,0.115,-0.283,1.532,iteration,True
1,0,26,-0.765,0.055,-0.659,2.0,iteration,True
1,0,27,-0.761,-0.176,-0.386,2.0,iteration,True
1,0,28,-0.54,-0.488,0.02,2.0,iteration,True
1,0,29,-0.752,0.211,-0.365,2.0,iteration,True
1,0,30,-0.769,-0.232,-0.828,2.0,iteration,True
1,0,31,-0.629,-0.909,0.149,2.0,iteration,True
1,0,32,-0.637,-0.807,-0.122,2.0,iteration,True
1,0,33,-0.622,-0.269,-0.109,0.901,iteration,True
1,0,34,-0.625,-0.668,0.304,1.201,iteration,True
1,0,35,-0.813,-0.474,-0.309,2.0,iteration,True
1,0,36,-0.709,-0.458,0.352,2.0,iteration,True
1,0,37,-0.607,0.259,-0.108,1.043,iteration,True
1,0,38,-0.557,0.365,-0.098,1.925,iteration,True
1,0,39,-0.683,-0.117,0.211,1.519,iteration,True
1,0,40,-0.609,-0.085,0.276,1.223,iteration,True
1,0,41,-0.562,-0.275,0.254,1.039,iteration,True
2,0,1,0.097,0.228,-0.225,-0.237,iteration,True
2,0,2,0.079,0.201,-0.338,0.025,iteration,True
2,0,3,0.074,0.23,-0.191,-0.008,iteration,True
2,0,4,0.082,0.08,-0.132,-0.344,iteration,True
2,0,5,0.095,0.235,-0.22,-0.245,iteration,True
2,0,6,0.085,0.229,-0.197,-0.071,iteration,True
2,0,7,0.027,0.153,-0.245,-0.14,iteration,True
2,0,8,0.081,0.078,-0.049,-0.409,iteration,True
2,0,9,0.042,-0.07,-0.299,0.092,iteration,True
2,0,10,0.054,0.065,-0.307,0.137,iteration,True
2,0,11,0.06,0.055,-0.388,-0.018,iteration,True
2,0,12,0.092,0.145,-0.194,-0.084,iteration,True
2,0,13,0.027,0.184,-0.25,-0.183,iteration,True
2,0,14,0.062,0.269,-0.04,-0.182,iteration,True
2,0,15,0.074,0.212,-0.166,0.012,iteration,True
2,0,16,0.067,0.004,-0.326,-0.039,iteration,True
2,0,17,0.065,-0.024,-0.281,-0.107,iteration,True
2,0,18,0.082,0.037,-0.147,-0.157,iteration,True
2,0,19,0.043,0.037,-0.271,-0.143,iteration,True
2,0,20,0.044,-0.053,-0.371,-0.133,iteration,True
2,0,21,0.069,0.173,-0.127,-0.035,iteration,True
2,0,22,0.121,0.177,-0.161,-0.467,iteration,True
2,0,23,0.091,-0.054,-0.041,-0.295,iteration,True
2,0,24,0.112,0.22,-0.014,-0.194,iteration,True
