iteration,backup,parameter,mean,std,rms,mean_abs,min,max,n_events
1,0,origin_time,0.0658695652173913,0.021072967121153703,0.06915829353893423,0.0658695652173913,0.024,0.111,46
1,0,x,0.4686304347826087,0.11503427819863318,0.4825426090670309,0.4686304347826087,0.227,0.781,46
1,0,y,-0.8125652173913045,0.15946768136166584,0.8280653198347602,0.8125652173913045,-1.257,-0.502,46
1,0,z,-0.08743478260869565,0.2380787823730983,0.2536263941826382,0.17452173913043478,-0.922,0.353,46
2,0,origin_time,-0.018586956521739133,0.011752106355063264,0.02199061064458509,0.019282608695652178,-0.036,0.012,46
2,0,x,0.024260869565217395,0.03900971717439727,0.04593852224535479,0.03978260869565218,-0.12,0.081,46
2,0,y,-0.05608695652173913,0.03992102316746453,0.06884355294875981,0.06117391304347826,-0.149,0.117,46
2,0,z,0.09243478260869564,0.07178399124363165,0.11703474029014893,0.09995652173913043,-0.173,0.246,46
3,0,origin_time,-0.0008260869565217391,0.003059584710566814,0.0031691447207203346,0.0023043478260869566,-0.01,0.006,46
3,0,x,0.0006521739130434782,0.011894860766961772,0.01191272611446519,0.006869565217391306,-0.06,0.026,46
3,0,y,-0.004608695652173913,0.008668980835914875,0.009817907330374742,0.006608695652173914,-0.035,0.007,46
3,0,z,0.022195652173913047,0.0458070715848914,0.050901225747605486,0.033847826086956516,-0.124,0.181,46
4,0,origin_time,-0.011456521739130435,0.006826121572883703,0.013335959886223282,0.011673913043478262,-0.021,0.005,46
4,0,x,0.039,0.023101853868768042,0.045328750834033725,0.039,0.002,0.078,46
4,0,y,-0.04926086956521739,0.010998882912860417,0.05047384169698374,0.04926086956521739,-0.079,-0.018,46
4,0,z,0.03765217391304348,0.04771164172551252,0.06077900095034254,0.04791304347826087,-0.042,0.121,46
5,0,origin_time,-0.0009347826086956523,0.0020043666885842617,0.002211629342323457,0.0015,-0.008,0.003,46
5,0,x,0.0035000000000000005,0.004839825724494454,0.005972764271547828,0.004804347826086957,-0.022,0.011,46
5,0,y,-0.0027391304347826086,0.0050666633502459875,0.005759679942798755,0.0042173913043478265,-0.018,0.012,46
5,0,z,0.016608695652173915,0.03154877401384938,0.03565352595527514,0.024434782608695645,-0.032,0.15,46
6,0,origin_time,-0.006173913043478261,0.003198534636130352,0.006953260104940452,0.006260869565217392,-0.012,0.002,46
6,0,x,0.036,0.007265164051530576,0.03672577580794791,0.036,0.024,0.051,46
6,0,y,-0.03573913043478261,0.005557739541312972,0.03616868691345427,0.03573913043478261,-0.049,-0.026,46
6,0,z,0.029956521739130427,0.03039876751058455,0.04267877998337775,0.03191304347826087,-0.01,0.096,46
7,0,origin_time,-0.0008478260869565219,0.0010418919101149355,0.0013432601483282962,0.0008478260869565219,-0.004,-0.0,46
7,0,x,0.0020000000000000005,0.0018297065576087666,0.002710687382741972,0.0023043478260869566,-0.003,0.007,46
7,0,y,-0.00291304347826087,0.0020833301827323375,0.003581352671341059,0.00291304347826087,-0.012,-0.0,46
7,0,z,0.014217391304347826,0.016430238617281063,0.02172756213940577,0.014608695652173913,-0.005,0.058,46
8,0,origin_time,-0.004717391304347827,0.0021332058287353503,0.0051772915531276545,0.004760869565217392,-0.009,0.001,46
8,0,x,0.0305,0.004266910092693591,0.030797021312768715,0.0305,0.024,0.038,46
8,0,y,-0.023826086956521737,0.0035588490312488913,0.024090409421322765,0.023826086956521737,-0.032,-0.018,46
8,0,z,0.025739130434782608,0.0238313228141021,0.03507755382874775,0.02665217391304348,-0.007,0.078,46
