iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.82,4.518,iteration
2,0,1,3,4.3,4.612,iteration
2,0,1,4,5.62,5.904,iteration
2,0,1,5,10.15,6.186,iteration
2,0,1,6,18.26,6.49,iteration
2,0,1,7,23.53,6.62,iteration
2,0,1,8,26.66,7.01,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.82,4.501,iteration
4,0,1,3,4.3,4.584,iteration
4,0,1,4,5.62,5.933,iteration
4,0,1,5,10.15,6.244,iteration
4,0,1,6,18.26,6.49,iteration
4,0,1,7,23.53,6.62,iteration
4,0,1,8,26.66,7.01,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.82,4.501,iteration
6,0,1,3,4.3,4.588,iteration
6,0,1,4,5.62,5.943,iteration
6,0,1,5,10.15,6.267,iteration
6,0,1,6,18.26,6.49,iteration
6,0,1,7,23.53,6.62,iteration
6,0,1,8,26.66,7.01,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.82,4.501,iteration
8,0,1,3,4.3,4.615,iteration
8,0,1,4,5.62,5.946,iteration
8,0,1,5,10.15,6.27,iteration
8,0,1,6,18.26,6.49,iteration
8,0,1,7,23.53,6.62,iteration
8,0,1,8,26.66,7.01,iteration
8,0,1,9,45.0,8.1,iteration
