iteration,backup,event,origin_time_change,dx,dy,dz,change_type,applied
1,0,2,-0.235,10.894,16.029,2.0,iteration,True
1,0,3,-0.06,1.852,-3.715,2.0,iteration,True
1,0,4,0.063,5.794,2.222,2.0,iteration,True
1,0,5,0.03,-0.893,3.267,0.414,iteration,True
1,0,6,-0.867,-6.588,0.822,-2.0,iteration,True
1,0,7,-0.705,4.435,16.348,2.0,iteration,True
1,0,8,0.096,5.057,1.087,-0.247,iteration,True
1,0,9,0.149,-1.088,6.393,2.0,iteration,True
1,0,11,0.078,2.183,-2.899,2.0,iteration,True
1,0,13,0.39,3.881,0.238,2.0,iteration,True
1,0,14,-0.12,4.101,4.904,1.487,iteration,True
1,0,16,-0.384,1.313,2.202,-1.832,iteration,True
1,0,17,-0.314,-6.407,-5.037,2.0,iteration,True
1,0,18,-2.352,2.877,0.95,-2.0,iteration,True
1,0,20,-0.849,-7.084,1.274,-2.0,iteration,True
1,0,21,-0.008,4.374,-0.823,2.0,iteration,True
1,0,24,-0.248,-3.24,3.802,-1.629,iteration,True
1,0,25,0.249,1.551,0.364,2.0,iteration,True
1,0,26,-0.629,-4.15,-6.204,-2.0,iteration,True
1,0,28,0.294,-6.976,3.555,2.0,iteration,True
1,0,29,-0.022,2.961,1.121,2.0,iteration,True
1,0,30,0.555,-4.068,-6.601,2.0,iteration,True
1,0,31,-0.134,11.105,6.114,2.0,iteration,True
1,0,32,0.05,0.468,1.581,-2.0,iteration,True
1,0,35,-0.087,14.211,-2.012,2.0,iteration,True
1,0,36,-0.136,6.242,-6.588,2.0,iteration,True
1,0,37,-0.64,10.435,26.33,2.0,iteration,True
1,0,38,-0.671,10.245,-9.542,2.0,iteration,True
1,0,39,-0.209,3.665,9.005,-2.0,iteration,True
1,0,40,0.752,-4.725,10.342,2.0,iteration,True
1,0,41,-0.003,-4.042,-2.453,2.0,iteration,True
1,0,42,0.507,-2.34,-5.638,2.0,iteration,True
1,0,43,-0.777,11.588,4.296,-1.182,iteration,True
1,0,44,-0.79,-9.191,9.195,2.0,iteration,True
1,0,45,-0.082,-2.833,-0.364,2.0,iteration,True
1,0,46,0.143,-1.858,-0.669,2.0,iteration,True
2,0,1,0.126,-0.057,-1.11,0.551,iteration,True
2,0,2,0.159,-0.464,1.941,-0.195,iteration,True
2,0,3,0.096,0.563,-0.105,0.571,iteration,True
2,0,4,0.113,1.214,0.535,0.722,iteration,True
2,0,5,0.084,-0.32,0.129,0.421,iteration,True
2,0,6,0.139,0.095,0.153,-0.286,iteration,True
2,0,7,0.138,-0.12,0.814,-0.228,iteration,True
2,0,8,0.089,0.397,0.11,0.008,iteration,True
2,0,9,0.034,-0.048,0.326,0.988,iteration,True
2,0,10,0.39,-0.281,-3.782,1.149,iteration,True
2,0,11,0.067,0.021,-0.069,0.79,iteration,True
2,0,12,0.276,-0.146,0.437,-1.087,iteration,True
2,0,13,0.089,0.429,0.068,1.321,iteration,True
2,0,14,0.072,-0.189,0.254,0.41,iteration,True
2,0,15,-0.291,0.42,0.547,0.262,iteration,True
2,0,16,0.107,0.034,0.025,0.39,iteration,True
2,0,17,0.077,0.149,-0.026,0.291,iteration,True
2,0,18,0.13,-0.211,0.266,-0.788,iteration,True
2,0,19,0.071,-0.327,-0.35,-0.838,iteration,True
2,0,20,0.132,0.072,0.167,-0.674,iteration,True
2,0,21,0.09,0.936,0.072,0.431,iteration,True
2,0,22,-0.134,0.282,-1.024,0.526,iteration,True
2,0,23,-0.048,-1.197,-0.908,1.211,iteration,True
2,0,24,0.101,0.055,0.167,0.252,iteration,True
2,0,25,0.177,0.708,-0.026,1.555,iteration,True
2,0,26,0.136,0.033,0.12,-0.408,iteration,True
2,0,27,0.168,-0.028,-1.019,-0.41,iteration,True
2,0,28,-0.04,0.216,-0.147,0.408,iteration,True
2,0,29,0.084,0.0,0.049,0.453,iteration,True
2,0,30,0.074,-0.814,-0.796,1.107,iteration,True
2,0,31,0.053,0.094,0.562,0.624,iteration,True
2,0,32,0.09,0.523,-0.004,-0.46,iteration,True
2,0,33,0.123,0.244,0.433,-2.0,iteration,True
2,0,34,-0.002,-0.167,-0.078,0.108,iteration,True
2,0,35,0.139,0.328,-0.088,-1.328,iteration,True
2,0,36,0.084,-0.083,-0.349,0.257,iteration,True
2,0,37,0.105,-0.57,0.919,-2.0,iteration,True
2,0,38,0.118,-0.149,-0.19,-0.263,iteration,True
2,0,39,0.098,0.33,-0.019,-1.289,iteration,True
2,0,40,-0.075,0.35,1.27,0.807,iteration,True
2,0,41,0.096,0.178,-0.254,0.283,iteration,True
2,0,42,0.106,-0.663,-0.527,1.091,iteration,True
2,0,43,0.218,-0.387,0.059,-1.024,iteration,True
2,0,44,0.136,-0.059,0.332,-0.085,iteration,True
2,0,45,0.122,0.173,-0.122,0.566,iteration,True
2,0,46,0.054,0.147,0.165,1.336,iteration,True
3,0,1,0.068,0.16,-4.045,-0.166,iteration,True
3,0,2,0.197,-2.999,5.987,-2.0,iteration,True
3,0,3,0.084,0.122,-1.098,1.275,iteration,True
3,0,4,-0.033,2.429,1.708,1.108,iteration,True
3,0,5,-0.043,-0.092,0.229,0.267,iteration,True
3,0,6,0.189,0.192,0.054,-2.0,iteration,True
3,0,7,0.126,0.461,2.159,-2.0,iteration,True
3,0,8,-0.038,0.179,0.178,-1.079,iteration,True
3,0,9,-0.184,-0.003,0.762,1.368,iteration,True
3,0,11,-0.097,0.176,-0.33,0.825,iteration,True
3,0,12,0.506,-1.996,1.463,-2.0,iteration,True
3,0,13,-0.18,1.11,0.711,2.0,iteration,True
3,0,14,-0.069,0.153,0.565,-0.207,iteration,True
3,0,15,-1.024,0.263,1.646,-0.373,iteration,True
3,0,16,0.053,-0.038,0.204,-0.698,iteration,True
3,0,17,-0.018,-0.212,-0.702,-0.916,iteration,True
3,0,18,0.296,0.581,0.259,-2.0,iteration,True
3,0,19,0.114,0.114,-1.626,-2.0,iteration,True
3,0,20,0.207,0.471,-0.065,-2.0,iteration,True
3,0,21,0.017,1.218,-0.351,0.782,iteration,True
3,0,22,-0.494,-0.148,-3.772,1.431,iteration,True
3,0,23,-0.649,-3.432,-3.386,2.0,iteration,True
3,0,24,0.036,-0.01,0.126,-1.031,iteration,True
3,0,25,0.262,0.264,0.61,2.0,iteration,True
3,0,26,0.152,0.137,-0.137,-2.0,iteration,True
3,0,27,0.339,-0.075,-3.727,-2.0,iteration,True
3,0,28,-0.242,-0.971,-0.781,1.478,iteration,True
3,0,29,0.127,0.235,0.07,1.764,iteration,True
3,0,30,-0.236,-2.31,-3.247,2.0,iteration,True
3,0,31,-0.104,0.5,1.131,-0.086,iteration,True
3,0,32,-0.012,-0.053,0.086,-2.0,iteration,True
3,0,33,0.347,-0.448,1.001,-2.0,iteration,True
3,0,34,-0.29,-1.668,-0.334,0.624,iteration,True
3,0,35,0.142,-0.302,-0.104,-2.0,iteration,True
3,0,36,-0.009,0.2,-0.934,-1.15,iteration,True
3,0,37,0.438,-2.564,1.786,-2.0,iteration,True
3,0,38,0.071,-0.14,-1.022,-2.0,iteration,True
3,0,39,0.033,-0.342,-0.216,-2.0,iteration,True
3,0,40,-0.535,0.009,3.694,1.448,iteration,True
3,0,41,0.003,-1.025,-0.75,0.361,iteration,True
3,0,42,-0.226,-2.14,-1.875,2.0,iteration,True
3,0,43,0.353,-0.256,-0.033,-2.0,iteration,True
3,0,44,0.116,-0.541,0.675,-2.0,iteration,True
3,0,45,0.056,-0.901,-0.554,0.98,iteration,True
3,0,46,-0.142,-0.03,0.008,2.0,iteration,True
4,0,1,0.095,-0.194,-0.52,0.528,iteration,True
4,0,2,0.131,0.21,0.036,-1.381,iteration,True
4,0,3,0.109,0.349,-0.139,0.472,iteration,True
4,0,4,0.084,0.535,0.017,0.068,iteration,True
4,0,5,0.098,-0.41,-0.065,0.528,iteration,True
4,0,6,0.172,-0.091,-0.054,-0.533,iteration,True
4,0,7,0.172,-0.273,0.062,-0.474,iteration,True
4,0,8,0.109,0.291,-0.036,0.293,iteration,True
4,0,9,0.053,-0.135,0.036,1.139,iteration,True
4,0,10,0.038,0.342,0.001,-1.491,iteration,True
4,0,11,0.082,-0.089,-0.16,0.929,iteration,True
4,0,12,0.133,0.317,-0.123,-1.749,iteration,True
4,0,13,0.025,0.196,0.043,2.0,iteration,True
4,0,14,0.106,-0.323,-0.046,0.519,iteration,True
4,0,15,0.111,0.3,-0.052,0.27,iteration,True
4,0,16,0.11,-0.045,-0.206,0.523,iteration,True
4,0,17,0.117,0.107,-0.049,0.488,iteration,True
4,0,18,0.202,-0.246,-0.015,-1.868,iteration,True
4,0,19,0.173,-0.312,-0.117,-1.805,iteration,True
4,0,20,0.174,-0.187,-0.033,-1.288,iteration,True
4,0,21,0.11,0.458,-0.198,0.254,iteration,True
4,0,22,0.104,0.049,-0.374,0.203,iteration,True
4,0,23,0.029,-0.51,-0.264,1.26,iteration,True
4,0,24,0.121,-0.025,-0.048,0.422,iteration,True
4,0,25,-0.109,0.383,-0.092,2.0,iteration,True
4,0,26,0.152,-0.126,-0.044,-0.65,iteration,True
4,0,27,0.18,-0.136,-0.227,-1.048,iteration,True
4,0,28,0.14,0.176,-0.372,0.181,iteration,True
4,0,29,0.133,0.003,0.011,1.042,iteration,True
4,0,30,-0.022,-0.373,-0.338,2.0,iteration,True
4,0,31,0.091,-0.133,0.163,0.778,iteration,True
4,0,32,0.114,0.449,-0.099,-0.35,iteration,True
4,0,33,0.157,0.161,-0.152,-2.0,iteration,True
4,0,34,0.118,0.334,-0.144,0.322,iteration,True
4,0,35,0.093,0.289,-0.194,-1.817,iteration,True
4,0,36,0.118,-0.234,-0.302,0.398,iteration,True
4,0,37,0.165,0.391,-0.209,-2.0,iteration,True
4,0,38,0.177,-0.256,-0.17,-0.401,iteration,True
4,0,39,0.128,0.309,-0.161,-1.917,iteration,True
4,0,40,0.079,0.384,0.151,0.348,iteration,True
4,0,41,0.119,0.368,-0.271,0.334,iteration,True
4,0,42,-0.005,-0.488,-0.199,2.0,iteration,True
4,0,43,0.175,-0.311,-0.218,-1.937,iteration,True
4,0,44,0.174,-0.091,-0.097,-0.03,iteration,True
4,0,45,0.108,0.328,-0.256,0.591,iteration,True
4,0,46,0.037,0.157,0.064,1.439,iteration,True
5,0,1,-0.044,-0.007,-0.466,0.213,iteration,True
5,0,2,0.023,-0.169,0.197,-2.0,iteration,True
5,0,3,0.002,0.082,-0.081,0.331,iteration,True
5,0,4,-0.022,0.16,0.051,-0.038,iteration,True
5,0,5,-0.027,-0.077,0.016,0.408,iteration,True
5,0,6,0.083,-0.053,0.009,-1.321,iteration,True
5,0,7,0.075,0.059,0.061,-1.152,iteration,True
5,0,8,-0.009,-0.018,-0.003,-0.018,iteration,True
5,0,9,-0.092,-0.028,0.095,0.96,iteration,True
5,0,10,-0.033,-0.167,0.228,-2.0,iteration,True
5,0,11,-0.047,0.023,-0.048,0.661,iteration,True
5,0,12,0.04,-0.171,0.182,-2.0,iteration,True
5,0,13,-0.16,0.298,0.164,2.0,iteration,True
5,0,14,-0.028,-0.057,0.029,0.286,iteration,True
5,0,15,-0.009,0.044,0.038,-0.011,iteration,True
5,0,16,-0.014,0.001,-0.033,0.128,iteration,True
5,0,17,-0.007,0.005,-0.047,0.05,iteration,True
5,0,18,0.305,0.481,0.031,-2.0,iteration,True
5,0,19,0.246,0.167,-0.091,-2.0,iteration,True
5,0,20,0.12,-0.017,-0.035,-2.0,iteration,True
5,0,21,-0.005,0.09,-0.057,0.013,iteration,True
5,0,22,-0.005,-0.204,-0.299,-0.072,iteration,True
5,0,23,-0.112,-0.252,-0.189,1.243,iteration,True
5,0,24,-0.001,-0.004,-0.003,-0.009,iteration,True
5,0,25,-0.316,0.519,-0.267,2.0,iteration,True
5,0,26,0.07,-0.04,-0.021,-1.443,iteration,True
5,0,27,0.137,-0.063,-0.149,-2.0,iteration,True
5,0,28,0.023,-0.193,-0.279,0.158,iteration,True
5,0,29,0.018,0.08,0.238,0.217,iteration,True
5,0,30,-0.204,-0.22,-0.24,2.0,iteration,True
5,0,31,-0.039,-0.009,0.132,0.338,iteration,True
5,0,32,-0.005,0.012,0.082,-0.657,iteration,True
5,0,33,0.106,-0.299,0.016,-2.0,iteration,True
5,0,34,0.0,-0.035,-0.112,0.052,iteration,True
5,0,35,-0.013,-0.064,0.097,-2.0,iteration,True
5,0,36,0.001,-0.026,-0.079,-0.068,iteration,True
5,0,37,0.12,-0.201,-0.376,-2.0,iteration,True
5,0,38,0.081,-0.098,-0.113,-1.184,iteration,True
5,0,39,0.043,-0.055,-0.05,-2.0,iteration,True
5,0,40,-0.028,0.063,0.189,0.19,iteration,True
5,0,41,0.002,-0.005,-0.088,-0.105,iteration,True
5,0,42,-0.198,-0.332,-0.06,2.0,iteration,True
5,0,43,0.129,0.073,-0.199,-2.0,iteration,True
5,0,44,0.061,-0.132,-0.048,-0.737,iteration,True
5,0,45,-0.024,0.008,-0.119,0.406,iteration,True
5,0,46,-0.095,0.096,0.094,0.989,iteration,True
6,0,1,0.056,-0.087,-0.281,0.515,iteration,True
6,0,2,0.067,0.227,-0.001,-0.91,iteration,True
6,0,3,0.069,0.239,-0.174,0.213,iteration,True
6,0,4,0.052,0.338,-0.047,0.104,iteration,True
6,0,5,0.05,-0.26,-0.095,0.486,iteration,True
6,0,6,0.146,-0.031,-0.113,-0.411,iteration,True
6,0,7,0.136,-0.127,-0.122,-0.389,iteration,True
6,0,8,0.07,0.225,-0.136,0.155,iteration,True
6,0,9,0.013,-0.057,-0.073,0.93,iteration,True
6,0,10,0.09,0.194,0.004,-0.987,iteration,True
6,0,11,0.038,-0.013,-0.17,0.698,iteration,True
6,0,12,0.086,0.155,-0.032,-1.197,iteration,True
6,0,13,-0.037,0.204,-0.061,1.417,iteration,True
6,0,14,0.053,-0.196,-0.109,0.487,iteration,True
6,0,15,0.068,0.226,-0.131,0.16,iteration,True
6,0,16,0.058,0.028,-0.234,0.434,iteration,True
6,0,17,0.064,0.136,-0.096,0.413,iteration,True
6,0,18,0.263,0.152,-0.112,-2.0,iteration,True
6,0,19,0.229,-0.049,-0.143,-2.0,iteration,True
6,0,20,0.172,-0.07,-0.124,-1.184,iteration,True
6,0,21,0.057,0.321,-0.101,0.113,iteration,True
6,0,22,0.06,0.193,-0.061,0.181,iteration,True
6,0,23,0.007,-0.232,-0.121,1.036,iteration,True
6,0,24,0.067,0.028,-0.106,0.362,iteration,True
6,0,25,-0.059,0.489,-0.327,2.0,iteration,True
6,0,26,0.133,-0.049,-0.113,-0.422,iteration,True
6,0,27,0.196,-0.062,-0.128,-0.968,iteration,True
6,0,28,0.052,0.375,-0.103,0.138,iteration,True
6,0,29,0.065,-0.035,-0.079,0.529,iteration,True
6,0,30,-0.026,-0.086,-0.131,1.816,iteration,True
6,0,31,0.048,-0.062,-0.013,0.613,iteration,True
6,0,32,0.046,0.314,-0.037,-0.174,iteration,True
6,0,33,0.123,0.033,-0.113,-2.0,iteration,True
6,0,34,0.069,0.242,-0.137,0.122,iteration,True
6,0,35,0.064,0.201,-0.105,-0.997,iteration,True
6,0,36,0.066,-0.095,-0.217,0.331,iteration,True
6,0,37,0.131,0.017,-0.171,-2.0,iteration,True
6,0,38,0.142,-0.126,-0.181,-0.301,iteration,True
6,0,39,0.101,0.211,-0.162,-1.398,iteration,True
6,0,40,0.069,0.261,-0.133,0.157,iteration,True
6,0,41,0.063,0.296,-0.136,0.07,iteration,True
6,0,42,-0.033,-0.09,-0.068,2.0,iteration,True
6,0,43,0.146,-0.146,-0.276,-2.0,iteration,True
6,0,44,0.119,-0.012,-0.16,0.013,iteration,True
6,0,45,0.057,0.296,-0.188,0.375,iteration,True
6,0,46,0.017,0.163,-0.01,0.887,iteration,True
7,0,1,-0.04,-0.006,-0.102,0.359,iteration,True
7,0,2,-0.034,-0.02,0.12,-0.28,iteration,True
7,0,3,0.002,0.025,-0.036,0.034,iteration,True
7,0,4,0.003,0.032,-0.005,0.042,iteration,True
7,0,5,-0.021,-0.054,-0.004,0.305,iteration,True
7,0,6,0.021,-0.016,-0.015,-0.248,iteration,True
7,0,7,0.02,0.002,-0.034,-0.25,iteration,True
7,0,8,0.002,0.022,-0.023,0.019,iteration,True
7,0,9,-0.054,-0.019,0.0,0.56,iteration,True
7,0,10,0.005,-0.009,0.064,-0.509,iteration,True
7,0,11,-0.028,0.012,-0.034,0.373,iteration,True
7,0,12,0.007,-0.023,0.073,-0.572,iteration,True
7,0,13,-0.07,0.104,0.007,0.758,iteration,True
7,0,14,-0.03,-0.056,-0.009,0.321,iteration,True
7,0,15,-0.002,0.019,-0.021,0.081,iteration,True
7,0,16,-0.025,0.019,-0.063,0.255,iteration,True
7,0,17,-0.023,0.039,-0.021,0.236,iteration,True
7,0,18,0.22,0.246,-0.024,-2.0,iteration,True
7,0,19,0.123,0.16,-0.041,-1.605,iteration,True
7,0,20,0.052,-0.011,-0.036,-0.693,iteration,True
7,0,21,-0.0,0.03,-0.009,0.001,iteration,True
7,0,22,0.008,0.01,-0.073,0.028,iteration,True
7,0,23,-0.048,-0.058,-0.01,0.614,iteration,True
7,0,24,-0.016,0.009,-0.014,0.195,iteration,True
7,0,25,-0.103,0.25,-0.187,2.0,iteration,True
7,0,26,0.018,-0.013,-0.021,-0.237,iteration,True
7,0,27,0.052,-0.028,-0.013,-0.593,iteration,True
7,0,28,0.006,0.024,-0.058,0.112,iteration,True
7,0,29,-0.012,-0.001,-0.021,0.794,iteration,True
7,0,30,-0.075,-0.011,0.008,0.884,iteration,True
7,0,31,-0.026,-0.016,0.04,0.259,iteration,True
7,0,32,-0.003,0.019,0.01,-0.034,iteration,True
7,0,33,0.024,-0.135,0.037,-2.0,iteration,True
7,0,34,0.001,0.014,-0.004,-0.104,iteration,True
7,0,35,-0.001,0.009,0.037,-0.444,iteration,True
7,0,36,-0.014,-0.006,-0.028,0.169,iteration,True
7,0,37,0.026,-0.149,-0.12,-2.0,iteration,True
7,0,38,0.018,-0.029,-0.042,-0.193,iteration,True
7,0,39,0.021,-0.007,-0.013,-0.682,iteration,True
7,0,40,0.003,0.022,-0.022,0.035,iteration,True
7,0,41,0.001,0.028,-0.04,0.007,iteration,True
7,0,42,-0.087,0.008,0.053,0.969,iteration,True
7,0,43,0.05,-0.005,-0.13,-1.31,iteration,True
7,0,44,-0.0,-0.005,-0.028,-0.007,iteration,True
7,0,45,-0.01,0.043,-0.038,0.173,iteration,True
7,0,46,-0.039,0.054,0.033,0.392,iteration,True
8,0,1,-0.001,0.017,-0.097,0.221,iteration,True
8,0,2,0.002,0.056,0.014,-0.187,iteration,True
8,0,3,0.008,0.056,-0.022,-0.093,iteration,True
8,0,4,0.004,0.062,0.003,-0.06,iteration,True
8,0,5,0.006,-0.046,-0.024,0.158,iteration,True
8,0,6,0.04,0.017,-0.042,-0.195,iteration,True
8,0,7,0.038,0.006,-0.053,-0.199,iteration,True
8,0,8,0.008,0.05,-0.024,-0.086,iteration,True
8,0,9,-0.009,0.006,-0.031,0.308,iteration,True
8,0,10,0.014,0.059,0.001,-0.382,iteration,True
8,0,11,0.006,0.027,-0.052,0.144,iteration,True
8,0,12,0.015,0.053,0.008,-0.41,iteration,True
8,0,13,-0.017,0.095,-0.019,0.372,iteration,True
8,0,14,0.003,-0.032,-0.034,0.176,iteration,True
8,0,15,0.013,0.064,-0.038,-0.075,iteration,True
8,0,16,0.011,0.039,-0.075,0.096,iteration,True
8,0,17,0.014,0.061,-0.045,0.08,iteration,True
8,0,18,0.217,0.309,-0.047,-2.0,iteration,True
8,0,19,0.12,0.111,-0.064,-1.106,iteration,True
8,0,20,0.055,0.009,-0.053,-0.441,iteration,True
8,0,21,0.001,0.078,0.013,-0.04,iteration,True
8,0,22,0.007,0.05,-0.032,-0.067,iteration,True
8,0,23,-0.009,-0.029,-0.033,0.328,iteration,True
8,0,24,0.014,0.029,-0.038,0.054,iteration,True
8,0,25,-0.082,0.266,-0.185,1.244,iteration,True
8,0,26,0.034,0.015,-0.043,-0.181,iteration,True
8,0,27,0.059,0.007,-0.041,-0.4,iteration,True
8,0,28,0.007,0.076,-0.015,-0.066,iteration,True
8,0,29,-0.016,0.012,-0.073,0.966,iteration,True
8,0,30,-0.018,0.022,-0.023,0.419,iteration,True
8,0,31,0.007,0.008,-0.052,0.142,iteration,True
8,0,32,0.003,0.067,-0.001,-0.097,iteration,True
8,0,33,0.045,-0.056,-0.007,-2.0,iteration,True
8,0,34,0.006,0.038,0.003,-0.114,iteration,True
8,0,35,-0.006,0.026,0.042,-0.155,iteration,True
8,0,36,0.014,0.02,-0.025,0.018,iteration,True
8,0,37,0.05,-0.057,-0.13,-2.0,iteration,True
8,0,38,0.038,0.008,-0.045,-0.187,iteration,True
8,0,39,0.027,0.056,-0.029,-0.403,iteration,True
8,0,40,0.007,0.062,-0.018,-0.07,iteration,True
8,0,41,0.006,0.051,0.031,-0.081,iteration,True
8,0,42,-0.019,0.03,0.022,0.368,iteration,True
8,0,43,0.044,0.004,-0.102,-0.852,iteration,True
8,0,44,0.031,0.034,-0.023,-0.108,iteration,True
