iteration,backup,model,mean_change,std_change,rms_change,mean_abs_change,min_change,max_change,max_abs_change,n_layers
2,0,1,0.02288888888888889,0.05393297166018915,0.05858896369340106,0.027777777777777776,-0.022,0.161,0.161,9
4,0,1,0.009111111111111111,0.03608460565715106,0.03721708090529282,0.020888888888888887,-0.053,0.084,0.084,9
6,0,1,0.0057777777777777775,0.013480667456091645,0.014666666666666666,0.007555555555555556,-0.008,0.036,0.036,9
8,0,1,0.004888888888888889,0.007233324799448797,0.00873053390247253,0.004888888888888889,0.0,0.019,0.019,9
