iteration,backup,parameter,mean,std,rms,mean_abs,min,max,n_events
1,0,origin_time,-0.5364146341463414,0.0638492796948335,0.5402012497615147,0.5364146341463414,-0.67,-0.354,41
1,0,x,0.040121951219512196,0.3064993689662029,0.3091142736049914,0.24300000000000002,-0.659,0.647,41
1,0,y,-0.035195121951219516,0.44473687586784666,0.44612731968111263,0.36490243902439023,-1.094,0.644,41
1,0,z,1.0730975609756097,0.5505783568823078,1.2060990433787038,1.083390243902439,-0.179,2.0,41
2,0,origin_time,0.07660975609756097,0.04658424210111863,0.0896612867488718,0.07660975609756097,0.008,0.179,41
2,0,x,0.25985365853658543,0.14106538200001528,0.29567442543050376,0.26268292682926836,-0.047,0.463,41
2,0,y,-0.27770731707317076,0.27460421575845134,0.390549394146621,0.3463414634146342,-0.662,0.455,41
2,0,z,-0.10534146341463414,0.37769032415950515,0.3921056042420827,0.2912926829268293,-1.139,0.569,41
3,0,origin_time,0.00475609756097561,0.013260578819366379,0.014087704377724084,0.009390243902439024,-0.064,0.021,41
3,0,x,0.011414634146341465,0.0229792861229371,0.025658165628404422,0.01873170731707317,-0.074,0.054,41
3,0,y,-0.028073170731707318,0.056906165915608424,0.0634540356017357,0.04631707317073171,-0.089,0.282,41
3,0,z,-0.013121951219512196,0.1395926469378655,0.14020803358911654,0.0966341463414634,-0.243,0.425,41
4,0,origin_time,0.007195121951219513,0.013634997137379508,0.015416968795105875,0.01275609756097561,-0.013,0.035,41
4,0,x,0.15817073170731707,0.02733879798151997,0.1605160124221333,0.15817073170731707,0.063,0.196,41
4,0,y,-0.17131707317073172,0.03304279488591567,0.17447454213626276,0.17131707317073172,-0.227,-0.085,41
4,0,z,-0.09453658536585366,0.07633753593887035,0.12150961017900462,0.10102439024390245,-0.288,0.05,41
5,0,origin_time,0.008780487804878048,0.0015541007143486819,0.008916961092320142,0.008780487804878048,0.006,0.012,41
5,0,x,0.0061707317073170734,0.0034137629550665773,0.0070520711366997115,0.006317073170731708,-0.003,0.014,41
5,0,y,-0.016804878048780485,0.009186999064678096,0.0191521507421172,0.016804878048780485,-0.037,-0.002,41
5,0,z,-0.0364390243902439,0.03202746441879166,0.04851351332989351,0.03668292682926829,-0.092,0.003,41
6,0,origin_time,0.0009268292682926829,0.006185704384057506,0.006254754289299636,0.005463414634146342,-0.01,0.011,41
6,0,x,0.10478048780487806,0.012268365417036976,0.10549627204140508,0.10478048780487806,0.057,0.123,41
6,0,y,-0.10441463414634147,0.019800191683915832,0.10627541302970385,0.10441463414634147,-0.14,-0.055,41
6,0,z,-0.056097560975609764,0.04947322748672861,0.07479663485321952,0.059658536585365844,-0.167,0.045,41
7,0,origin_time,0.00575609756097561,0.0009047432678532394,0.005826767501127458,0.00575609756097561,0.004,0.008,41
7,0,x,0.003609756097560976,0.0023256580372800423,0.004294068512523281,0.0039024390243902448,-0.002,0.008,41
7,0,y,-0.009463414634146341,0.005419466092754668,0.010905357823945654,0.009463414634146341,-0.024,-0.001,41
7,0,z,-0.019707317073170732,0.019865700189558275,0.027982572973976185,0.020390243902439025,-0.063,0.01,41
8,0,origin_time,-0.0016829268292682929,0.0031269015630316773,0.0035510218385080335,0.002707317073170732,-0.007,0.003,41
8,0,x,0.07556097560975611,0.007241643730965671,0.07590719622686896,0.07556097560975611,0.049,0.086,41
8,0,y,-0.0635121951219512,0.012215787368610266,0.06467630470461266,0.0635121951219512,-0.086,-0.034,41
8,0,z,-0.03017073170731707,0.03718700431210487,0.047886807593150484,0.036853658536585364,-0.107,0.073,41
