iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,3.09,4.811,iteration
2,0,1,3,3.19,5.683,iteration
2,0,1,4,4.06,5.874,iteration
2,0,1,5,9.54,6.165,iteration
2,0,1,6,20.63,6.36,iteration
2,0,1,7,21.82,6.61,iteration
2,0,1,8,26.27,6.86,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,3.09,4.812,iteration
4,0,1,3,3.19,5.655,iteration
4,0,1,4,4.06,5.868,iteration
4,0,1,5,9.54,6.175,iteration
4,0,1,6,20.63,6.36,iteration
4,0,1,7,21.82,6.61,iteration
4,0,1,8,26.27,6.86,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,3.09,4.812,iteration
6,0,1,3,3.19,5.639,iteration
6,0,1,4,4.06,5.865,iteration
6,0,1,5,9.54,6.178,iteration
6,0,1,6,20.63,6.36,iteration
6,0,1,7,21.82,6.61,iteration
6,0,1,8,26.27,6.86,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,3.09,4.813,iteration
8,0,1,3,3.19,5.635,iteration
8,0,1,4,4.06,5.861,iteration
8,0,1,5,9.54,6.176,iteration
8,0,1,6,20.63,6.36,iteration
8,0,1,7,21.82,6.61,iteration
8,0,1,8,26.27,6.86,iteration
8,0,1,9,45.0,8.1,iteration
