iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.43,4.94,iteration
2,0,1,3,4.28,5.742,iteration
2,0,1,4,5.3,6.099,iteration
2,0,1,5,9.26,6.38,iteration
2,0,1,6,19.56,6.74,iteration
2,0,1,7,22.79,6.87,iteration
2,0,1,8,26.01,7.15,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.43,5.135,iteration
4,0,1,3,4.28,5.842,iteration
4,0,1,4,5.3,6.043,iteration
4,0,1,5,9.26,6.353,iteration
4,0,1,6,19.56,6.74,iteration
4,0,1,7,22.79,6.87,iteration
4,0,1,8,26.01,7.15,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.43,5.286,iteration
6,0,1,3,4.28,5.88,iteration
6,0,1,4,5.3,6.012,iteration
6,0,1,5,9.26,6.32,iteration
6,0,1,6,19.56,6.74,iteration
6,0,1,7,22.79,6.87,iteration
6,0,1,8,26.01,7.15,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.43,5.363,iteration
8,0,1,3,4.28,5.906,iteration
8,0,1,4,5.3,5.988,iteration
8,0,1,5,9.26,6.293,iteration
8,0,1,6,19.56,6.74,iteration
8,0,1,7,22.79,6.87,iteration
8,0,1,8,26.01,7.15,iteration
8,0,1,9,45.0,8.1,iteration
