iteration,backup,model,mean_change,std_change,rms_change,mean_abs_change,min_change,max_change,max_abs_change,n_layers
2,0,1,0.004888888888888889,0.012731801342783306,0.013638181696985857,0.007333333333333334,-0.011,0.035,0.035,9
4,0,1,0.0012222222222222222,0.007969076034240493,0.00806225774829855,0.003888888888888889,-0.006,0.023,0.023,9
6,0,1,0.00044444444444444447,0.005251689910265099,0.0052704627669473,0.0026666666666666666,-0.007,0.014,0.014,9
8,0,1,0.00011111111111111102,0.005065009475573991,0.005066228051190221,0.0027777777777777775,-0.007,0.013,0.013,9
