iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.18,4.762,iteration
2,0,1,3,4.68,5.745,iteration
2,0,1,4,5.7,5.929,iteration
2,0,1,5,9.54,6.218,iteration
2,0,1,6,18.79,6.38,iteration
2,0,1,7,22.95,6.65,iteration
2,0,1,8,27.77,6.88,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.18,4.756,iteration
4,0,1,3,4.68,5.768,iteration
4,0,1,4,5.7,5.925,iteration
4,0,1,5,9.54,6.216,iteration
4,0,1,6,18.79,6.38,iteration
4,0,1,7,22.95,6.65,iteration
4,0,1,8,27.77,6.88,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.18,4.75,iteration
6,0,1,3,4.68,5.782,iteration
6,0,1,4,5.7,5.924,iteration
6,0,1,5,9.54,6.214,iteration
6,0,1,6,18.79,6.38,iteration
6,0,1,7,22.95,6.65,iteration
6,0,1,8,27.77,6.88,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.18,4.743,iteration
8,0,1,3,4.68,5.795,iteration
8,0,1,4,5.7,5.922,iteration
8,0,1,5,9.54,6.211,iteration
8,0,1,6,18.79,6.38,iteration
8,0,1,7,22.95,6.65,iteration
8,0,1,8,27.77,6.88,iteration
8,0,1,9,45.0,8.1,iteration
