iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.74,4.501,iteration
2,0,1,3,4.27,5.676,iteration
2,0,1,4,6.4,6.012,iteration
2,0,1,5,8.8,6.113,iteration
2,0,1,6,18.13,6.35,iteration
2,0,1,7,22.14,6.74,iteration
2,0,1,8,26.57,7.07,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.74,4.501,iteration
4,0,1,3,4.27,5.736,iteration
4,0,1,4,6.4,6.045,iteration
4,0,1,5,8.8,6.216,iteration
4,0,1,6,18.13,6.35,iteration
4,0,1,7,22.14,6.74,iteration
4,0,1,8,26.57,7.07,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.74,4.501,iteration
6,0,1,3,4.27,5.779,iteration
6,0,1,4,6.4,6.059,iteration
6,0,1,5,8.8,6.268,iteration
6,0,1,6,18.13,6.35,iteration
6,0,1,7,22.14,6.74,iteration
6,0,1,8,26.57,7.07,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.74,4.501,iteration
8,0,1,3,4.27,5.79,iteration
8,0,1,4,6.4,6.076,iteration
8,0,1,5,8.8,6.279,iteration
8,0,1,6,18.13,6.35,iteration
8,0,1,7,22.14,6.74,iteration
8,0,1,8,26.57,7.07,iteration
8,0,1,9,45.0,8.1,iteration
