iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.36,4.83,iteration
2,0,1,3,4.15,5.632,iteration
2,0,1,4,4.87,5.898,iteration
2,0,1,5,8.72,6.223,iteration
2,0,1,6,19.41,6.42,iteration
2,0,1,7,22.14,6.62,iteration
2,0,1,8,27.08,6.91,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.36,4.838,iteration
4,0,1,3,4.15,5.638,iteration
4,0,1,4,4.87,5.9,iteration
4,0,1,5,8.72,6.204,iteration
4,0,1,6,19.41,6.42,iteration
4,0,1,7,22.14,6.62,iteration
4,0,1,8,27.08,6.91,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.36,4.848,iteration
6,0,1,3,4.15,5.644,iteration
6,0,1,4,4.87,5.9,iteration
6,0,1,5,8.72,6.189,iteration
6,0,1,6,19.41,6.42,iteration
6,0,1,7,22.14,6.62,iteration
6,0,1,8,27.08,6.91,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.36,4.855,iteration
8,0,1,3,4.15,5.657,iteration
8,0,1,4,4.87,5.899,iteration
8,0,1,5,8.72,6.178,iteration
8,0,1,6,19.41,6.42,iteration
8,0,1,7,22.14,6.62,iteration
8,0,1,8,27.08,6.91,iteration
8,0,1,9,45.0,8.1,iteration
