iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.48,4.624,iteration
2,0,1,3,5.21,5.258,iteration
2,0,1,4,5.81,5.949,iteration
2,0,1,5,9.38,6.293,iteration
2,0,1,6,19.01,6.5,iteration
2,0,1,7,22.9,6.61,iteration
2,0,1,8,26.87,6.91,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.48,4.625,iteration
4,0,1,3,5.21,5.297,iteration
4,0,1,4,5.81,5.961,iteration
4,0,1,5,9.38,6.305,iteration
4,0,1,6,19.01,6.5,iteration
4,0,1,7,22.9,6.61,iteration
4,0,1,8,26.87,6.91,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.48,4.629,iteration
6,0,1,3,5.21,5.349,iteration
6,0,1,4,5.81,5.963,iteration
6,0,1,5,9.38,6.31,iteration
6,0,1,6,19.01,6.5,iteration
6,0,1,7,22.9,6.61,iteration
6,0,1,8,26.87,6.91,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.48,4.64,iteration
8,0,1,3,5.21,5.411,iteration
8,0,1,4,5.81,5.962,iteration
8,0,1,5,9.38,6.3,iteration
8,0,1,6,19.01,6.5,iteration
8,0,1,7,22.9,6.61,iteration
8,0,1,8,26.87,6.91,iteration
8,0,1,9,45.0,8.1,iteration
