iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.32,4.591,iteration
2,0,1,3,5.18,5.588,iteration
2,0,1,4,6.04,5.979,iteration
2,0,1,5,9.98,6.279,iteration
2,0,1,6,19.14,6.55,iteration
2,0,1,7,21.8,6.89,iteration
2,0,1,8,25.94,7.11,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.32,4.611,iteration
4,0,1,3,5.18,5.661,iteration
4,0,1,4,6.04,5.973,iteration
4,0,1,5,9.98,6.294,iteration
4,0,1,6,19.14,6.55,iteration
4,0,1,7,21.8,6.89,iteration
4,0,1,8,25.94,7.11,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.32,4.625,iteration
6,0,1,3,5.18,5.723,iteration
6,0,1,4,6.04,5.97,iteration
6,0,1,5,9.98,6.292,iteration
6,0,1,6,19.14,6.55,iteration
6,0,1,7,21.8,6.89,iteration
6,0,1,8,25.94,7.11,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.32,4.612,iteration
8,0,1,3,5.18,5.831,iteration
8,0,1,4,6.04,5.954,iteration
8,0,1,5,9.98,6.274,iteration
8,0,1,6,19.14,6.55,iteration
8,0,1,7,21.8,6.89,iteration
8,0,1,8,25.94,7.11,iteration
8,0,1,9,45.0,8.1,iteration
