iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.29,4.752,iteration
2,0,1,3,4.57,5.728,iteration
2,0,1,4,5.6,5.912,iteration
2,0,1,5,9.49,6.179,iteration
2,0,1,6,18.83,6.33,iteration
2,0,1,7,22.85,6.62,iteration
2,0,1,8,27.84,6.84,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.29,4.748,iteration
4,0,1,3,4.57,5.748,iteration
4,0,1,4,5.6,5.907,iteration
4,0,1,5,9.49,6.182,iteration
4,0,1,6,18.83,6.33,iteration
4,0,1,7,22.85,6.62,iteration
4,0,1,8,27.84,6.84,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.29,4.744,iteration
6,0,1,3,4.57,5.761,iteration
6,0,1,4,5.6,5.905,iteration
6,0,1,5,9.49,6.184,iteration
6,0,1,6,18.83,6.33,iteration
6,0,1,7,22.85,6.62,iteration
6,0,1,8,27.84,6.84,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.29,4.743,iteration
8,0,1,3,4.57,5.769,iteration
8,0,1,4,5.6,5.904,iteration
8,0,1,5,9.49,6.183,iteration
8,0,1,6,18.83,6.33,iteration
8,0,1,7,22.85,6.62,iteration
8,0,1,8,27.84,6.84,iteration
8,0,1,9,45.0,8.1,iteration
