iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.49,4.631,iteration
2,0,1,3,3.88,4.837,iteration
2,0,1,4,6.25,6.0,iteration
2,0,1,5,9.8,6.288,iteration
2,0,1,6,18.99,6.65,iteration
2,0,1,7,23.03,6.85,iteration
2,0,1,8,26.84,7.22,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.49,4.501,iteration
4,0,1,3,3.88,4.832,iteration
4,0,1,4,6.25,6.048,iteration
4,0,1,5,9.8,6.346,iteration
4,0,1,6,18.99,6.65,iteration
4,0,1,7,23.03,6.85,iteration
4,0,1,8,26.84,7.22,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.49,4.501,iteration
6,0,1,3,3.88,4.865,iteration
6,0,1,4,6.25,6.073,iteration
6,0,1,5,9.8,6.376,iteration
6,0,1,6,18.99,6.65,iteration
6,0,1,7,23.03,6.85,iteration
6,0,1,8,26.84,7.22,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.499,iteration
8,0,1,2,2.49,4.5,iteration
8,0,1,3,3.88,4.909,iteration
8,0,1,4,6.25,6.09,iteration
8,0,1,5,9.8,6.395,iteration
8,0,1,6,18.99,6.65,iteration
8,0,1,7,23.03,6.85,iteration
8,0,1,8,26.84,7.22,iteration
8,0,1,9,45.0,8.1,iteration
