iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.85,4.75,iteration
2,0,1,3,4.32,4.949,iteration
2,0,1,4,5.4,6.114,iteration
2,0,1,5,9.85,6.399,iteration
2,0,1,6,18.43,6.84,iteration
2,0,1,7,23.16,7.0,iteration
2,0,1,8,26.89,7.13,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.85,4.95,iteration
4,0,1,3,4.32,5.104,iteration
4,0,1,4,5.4,6.044,iteration
4,0,1,5,9.85,6.382,iteration
4,0,1,6,18.43,6.84,iteration
4,0,1,7,23.16,7.0,iteration
4,0,1,8,26.89,7.13,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.85,5.039,iteration
6,0,1,3,4.32,5.277,iteration
6,0,1,4,5.4,6.011,iteration
6,0,1,5,9.85,6.352,iteration
6,0,1,6,18.43,6.84,iteration
6,0,1,7,23.16,7.0,iteration
6,0,1,8,26.89,7.13,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.85,5.099,iteration
8,0,1,3,4.32,5.477,iteration
8,0,1,4,5.4,5.973,iteration
8,0,1,5,9.85,6.309,iteration
8,0,1,6,18.43,6.84,iteration
8,0,1,7,23.16,7.0,iteration
8,0,1,8,26.89,7.13,iteration
8,0,1,9,45.0,8.1,iteration
