iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.69,4.501,iteration
2,0,1,3,4.59,5.716,iteration
2,0,1,4,6.65,6.04,iteration
2,0,1,5,9.73,6.392,iteration
2,0,1,6,19.28,6.59,iteration
2,0,1,7,23.72,6.85,iteration
2,0,1,8,26.84,6.96,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.69,4.501,iteration
4,0,1,3,4.59,5.747,iteration
4,0,1,4,6.65,6.08,iteration
4,0,1,5,9.73,6.37,iteration
4,0,1,6,19.28,6.59,iteration
4,0,1,7,23.72,6.85,iteration
4,0,1,8,26.84,6.96,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.69,4.501,iteration
6,0,1,3,4.59,5.761,iteration
6,0,1,4,6.65,6.091,iteration
6,0,1,5,9.73,6.356,iteration
6,0,1,6,19.28,6.59,iteration
6,0,1,7,23.72,6.85,iteration
6,0,1,8,26.84,6.96,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.69,4.501,iteration
8,0,1,3,4.59,5.759,iteration
8,0,1,4,6.65,6.094,iteration
8,0,1,5,9.73,6.344,iteration
8,0,1,6,19.28,6.59,iteration
8,0,1,7,23.72,6.85,iteration
8,0,1,8,26.84,6.96,iteration
8,0,1,9,45.0,8.1,iteration
