iteration,backup,parameter,mean,std,rms,mean_abs,min,max,n_events
1,0,origin_time,-0.01756521739130435,0.02007123420081698,0.026671919772446567,0.02182608695652174,-0.06,0.02,46
1,0,x,0.4132608695652175,0.07531020913026239,0.4200668683829319,0.4132608695652175,0.233,0.586,46
1,0,y,-0.8220434782608695,0.13351485123740048,0.832815523181559,0.8220434782608695,-1.218,-0.56,46
1,0,z,0.3154130434782608,0.18153938081416224,0.3639257270139179,0.34471739130434786,-0.271,0.631,46
2,0,origin_time,-0.01497826086956522,0.008165380606786569,0.017059359282529774,0.015239130434782613,-0.036,0.003,46
2,0,x,0.07767391304347826,0.032089585434899946,0.08404152700224791,0.07906521739130434,-0.032,0.145,46
2,0,y,-0.08328260869565217,0.04408029385380939,0.09422879187059179,0.08602173913043477,-0.223,0.047,46
2,0,z,-0.010956521739130433,0.08512240713582618,0.08582464427667261,0.06991304347826087,-0.222,0.193,46
3,0,origin_time,-0.0003260869565217391,0.0027745297120184793,0.002793626286045962,0.0015869565217391307,-0.011,0.007,46
3,0,x,0.005673913043478261,0.005340796015520072,0.007792136504473457,0.0059347826086956525,-0.002,0.024,46
3,0,y,-0.008934782608695653,0.009781086838145837,0.013247641299491771,0.01006521739130435,-0.045,0.012,46
3,0,z,0.007608695652173913,0.03923534246439907,0.03996629014339568,0.025695652173913036,-0.108,0.123,46
4,0,origin_time,-0.00826086956521739,0.00863872671427082,0.011952805746660125,0.009304347826086957,-0.02,0.008,46
4,0,x,0.07093478260869565,0.017377399332507634,0.07303230375186276,0.07093478260869565,0.039,0.102,46
4,0,y,-0.041891304347826085,0.008730825601853533,0.042791455872080046,0.041891304347826085,-0.064,-0.017,46
4,0,z,0.017195652173913046,0.04180837214119211,0.045206530886395264,0.03606521739130435,-0.129,0.1,46
5,0,origin_time,0.00023913043478260876,0.0014474082175406353,0.0014670289407654772,0.000891304347826087,-0.006,0.004,46
5,0,x,0.006500000000000001,0.0043125196911963795,0.007800501656108824,0.006500000000000001,0.0,0.018,46
5,0,y,-0.00191304347826087,0.006282571084587285,0.006567376552521462,0.005086956521739131,-0.016,0.021,46
5,0,z,-0.003891304347826086,0.02303516051686654,0.02336152541177946,0.014239130434782612,-0.086,0.063,46
6,0,origin_time,-0.0034565217391304354,0.0014848001144807986,0.0037619375211509656,0.003543478260869566,-0.008,0.002,46
6,0,x,0.04534782608695652,0.00371376634853263,0.04549964166127408,0.04534782608695652,0.038,0.053,46
6,0,y,-0.02647826086956521,0.005841155076489516,0.027114892426567876,0.02647826086956521,-0.037,-0.014,46
6,0,z,0.013543478260869568,0.02691831970476219,0.030133399063670775,0.02484782608695652,-0.037,0.068,46
7,0,origin_time,-0.0005434782608695653,0.0007719687349810741,0.0009440891630699332,0.0005869565217391305,-0.004,0.001,46
7,0,x,0.0023695652173913047,0.0012744768006173787,0.0026905632188786435,0.00241304347826087,-0.001,0.006,46
7,0,y,-0.0019130434782608698,0.001717253709402739,0.002570738347668606,0.0019130434782608698,-0.01,-0.0,46
7,0,z,0.007978260869565218,0.011499506852251993,0.013996117474064944,0.009673913043478262,-0.026,0.043,46
8,0,origin_time,-0.004260869565217392,0.0011312705940224076,0.004408489833116966,0.004260869565217392,-0.008,0.0,46
8,0,x,0.035630434782608696,0.0031023041622819493,0.0357652369475311,0.035630434782608696,0.028,0.042,46
8,0,y,-0.015369565217391308,0.003761120876247756,0.015823070663350754,0.015369565217391308,-0.023,-0.007,46
8,0,z,0.01571739130434783,0.021503956201711853,0.026635625048778762,0.02106521739130435,-0.011,0.058,46
