iteration,backup,event,origin_time_change,dx,dy,dz,change_type,applied
1,0,1,-0.033,0.549,-1.218,0.427,iteration,True
1,0,2,0.017,0.47,-0.767,0.357,iteration,True
1,0,3,0.008,0.446,-0.777,0.346,iteration,True
1,0,4,-0.02,0.346,-0.704,0.329,iteration,True
1,0,5,-0.007,0.48,-0.8,0.231,iteration,True
1,0,6,-0.034,0.449,-0.9,0.396,iteration,True
1,0,7,-0.009,0.457,-0.846,0.273,iteration,True
1,0,8,0.003,0.389,-0.709,0.4,iteration,True
1,0,9,-0.048,0.385,-0.871,0.521,iteration,True
1,0,10,0.001,0.4,-0.717,0.387,iteration,True
1,0,11,-0.042,0.409,-0.848,0.496,iteration,True
1,0,12,-0.005,0.389,-0.725,0.372,iteration,True
1,0,13,-0.007,0.306,-1.116,0.243,iteration,True
1,0,14,-0.02,0.36,-0.824,0.369,iteration,True
1,0,15,-0.011,0.369,-0.698,0.081,iteration,True
1,0,16,-0.042,0.447,-0.968,0.279,iteration,True
1,0,17,-0.034,0.48,-0.913,0.431,iteration,True
1,0,18,-0.014,0.517,-0.895,0.27,iteration,True
1,0,19,-0.015,0.457,-0.817,0.316,iteration,True
1,0,20,-0.033,0.418,-0.821,0.498,iteration,True
1,0,21,-0.014,0.462,-0.643,0.355,iteration,True
1,0,22,0.011,0.42,-0.697,0.388,iteration,True
1,0,23,-0.02,0.409,-0.889,0.28,iteration,True
1,0,24,-0.035,0.343,-0.824,0.315,iteration,True
1,0,25,-0.05,0.586,-1.149,0.456,iteration,True
1,0,26,-0.038,0.412,-0.828,0.537,iteration,True
1,0,27,-0.027,0.442,-0.889,0.397,iteration,True
1,0,28,-0.036,0.44,-0.563,-0.236,iteration,True
1,0,29,-0.02,0.505,-0.77,-0.271,iteration,True
1,0,30,-0.016,0.411,-0.912,0.329,iteration,True
1,0,31,-0.0,0.478,-0.849,0.24,iteration,True
1,0,32,-0.003,0.385,-0.808,0.357,iteration,True
1,0,33,0.02,0.348,-0.71,0.317,iteration,True
1,0,34,0.011,0.365,-0.801,0.299,iteration,True
1,0,35,0.006,0.405,-0.825,0.274,iteration,True
1,0,36,-0.018,0.308,-1.023,0.146,iteration,True
1,0,37,0.018,0.372,-0.56,0.333,iteration,True
1,0,38,-0.027,0.434,-0.887,0.462,iteration,True
1,0,39,-0.048,0.233,-0.738,0.422,iteration,True
1,0,40,-0.06,0.313,-0.776,-0.167,iteration,True
1,0,41,-0.002,0.468,-0.57,0.156,iteration,True
