iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.18,4.558,iteration
2,0,1,3,3.7,4.818,iteration
2,0,1,4,5.77,5.994,iteration
2,0,1,5,9.07,6.247,iteration
2,0,1,6,19.5,6.52,iteration
2,0,1,7,23.18,6.78,iteration
2,0,1,8,26.24,6.99,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.18,4.502,iteration
4,0,1,3,3.7,4.907,iteration
4,0,1,4,5.77,6.003,iteration
4,0,1,5,9.07,6.28,iteration
4,0,1,6,19.5,6.52,iteration
4,0,1,7,23.18,6.78,iteration
4,0,1,8,26.24,6.99,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.18,4.501,iteration
6,0,1,3,3.7,5.012,iteration
6,0,1,4,5.77,6.009,iteration
6,0,1,5,9.07,6.292,iteration
6,0,1,6,19.5,6.52,iteration
6,0,1,7,23.18,6.78,iteration
6,0,1,8,26.24,6.99,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.18,4.501,iteration
8,0,1,3,3.7,5.103,iteration
8,0,1,4,5.77,6.02,iteration
8,0,1,5,9.07,6.304,iteration
8,0,1,6,19.5,6.52,iteration
8,0,1,7,23.18,6.78,iteration
8,0,1,8,26.24,6.99,iteration
8,0,1,9,45.0,8.1,iteration
