iteration,backup,event,origin_time_change,dx,dy,dz,change_type,applied
1,0,1,-0.373,-0.063,-0.574,0.179,iteration,True
1,0,2,-0.306,-0.346,0.251,-0.327,iteration,True
1,0,3,-0.333,-0.039,-0.178,0.383,iteration,True
1,0,4,-0.338,0.008,0.517,-0.413,iteration,True
1,0,5,-0.313,0.175,-0.384,0.439,iteration,True
1,0,6,-0.426,0.051,-0.003,0.555,iteration,True
1,0,7,-0.347,0.512,0.499,-0.45,iteration,True
1,0,8,-0.408,0.497,0.158,-0.33,iteration,True
1,0,9,-0.292,0.524,-0.158,0.025,iteration,True
1,0,10,-0.308,0.412,0.2,0.068,iteration,True
1,0,11,-0.354,0.484,0.132,0.017,iteration,True
1,0,12,-0.437,-0.254,-0.385,0.673,iteration,True
1,0,13,-0.319,0.005,0.729,-0.804,iteration,True
1,0,14,-0.406,0.02,0.234,-0.219,iteration,True
1,0,15,-0.345,0.011,0.271,0.465,iteration,True
1,0,16,-0.356,0.015,-0.112,-0.137,iteration,True
1,0,17,-0.332,0.312,0.053,0.17,iteration,True
1,0,18,-0.389,0.609,-0.43,1.171,iteration,True
1,0,19,-0.374,0.308,0.517,-0.319,iteration,True
1,0,20,-0.34,0.308,0.228,0.418,iteration,True
1,0,21,-0.387,0.124,-0.373,0.305,iteration,True
1,0,22,-0.463,-0.028,-0.935,1.003,iteration,True
1,0,23,-0.365,0.235,0.382,-0.054,iteration,True
1,0,24,-0.358,0.319,-0.413,0.387,iteration,True
1,0,25,-0.348,0.198,-0.276,0.303,iteration,True
1,0,26,-0.399,0.105,-0.703,0.696,iteration,True
1,0,27,-0.438,-0.072,-0.735,0.957,iteration,True
1,0,28,-0.161,-0.381,0.277,0.943,iteration,True
1,0,29,-0.398,0.031,-0.462,0.155,iteration,True
1,0,30,-0.377,-0.179,-0.639,1.561,iteration,True
1,0,31,-0.276,-0.514,0.381,0.204,iteration,True
1,0,32,-0.277,-0.424,0.112,0.027,iteration,True
1,0,33,-0.341,0.013,0.054,-0.828,iteration,True
1,0,34,-0.294,-0.192,0.614,-0.78,iteration,True
1,0,35,-0.409,-0.479,-0.278,0.991,iteration,True
1,0,36,-0.346,-0.093,0.546,0.266,iteration,True
1,0,37,-0.299,0.242,-0.021,0.115,iteration,True
1,0,38,-0.333,0.293,0.03,0.265,iteration,True
1,0,39,-0.335,-0.026,0.191,0.389,iteration,True
1,0,40,-0.316,0.073,0.328,-0.899,iteration,True
1,0,41,-0.256,0.06,0.406,-0.747,iteration,True
2,0,1,0.076,0.438,-0.389,-0.367,iteration,True
2,0,2,0.077,0.516,-0.484,-0.052,iteration,True
2,0,3,0.057,0.41,-0.331,-0.083,iteration,True
2,0,4,0.045,0.359,-0.205,0.163,iteration,True
2,0,5,0.095,0.544,-0.368,-0.333,iteration,True
2,0,6,0.06,0.437,-0.33,-0.058,iteration,True
2,0,7,0.027,0.123,-0.43,0.354,iteration,True
2,0,8,0.064,0.325,0.062,0.052,iteration,True
2,0,9,0.013,0.078,-0.556,0.036,iteration,True
2,0,10,0.021,0.143,-0.549,0.129,iteration,True
2,0,11,0.018,0.138,-0.613,0.0,iteration,True
2,0,12,0.098,0.284,-0.352,-0.367,iteration,True
2,0,13,0.024,0.163,-0.452,0.273,iteration,True
2,0,14,0.065,0.394,0.135,0.061,iteration,True
2,0,15,0.06,0.395,-0.28,-0.085,iteration,True
2,0,16,0.013,0.099,-0.545,0.15,iteration,True
2,0,17,0.041,0.041,-0.528,-0.195,iteration,True
2,0,18,0.11,0.179,-0.133,-0.519,iteration,True
2,0,19,0.034,0.137,-0.495,0.311,iteration,True
2,0,20,0.016,0.042,-0.633,0.073,iteration,True
2,0,21,0.046,0.101,-0.264,0.311,iteration,True
2,0,22,0.129,0.348,-0.014,-0.611,iteration,True
2,0,23,0.056,0.327,-0.026,-0.114,iteration,True
2,0,24,0.127,0.568,-0.108,-0.101,iteration,True
2,0,25,-0.016,0.188,-0.541,0.436,iteration,True
2,0,26,0.074,0.31,-0.354,-0.242,iteration,True
2,0,27,0.135,0.42,0.038,-0.453,iteration,True
2,0,28,0.069,0.233,0.208,-0.434,iteration,True
2,0,29,0.074,0.403,-0.559,0.058,iteration,True
2,0,30,0.079,0.22,0.185,-0.592,iteration,True
2,0,31,0.02,0.344,-0.218,0.096,iteration,True
2,0,32,0.018,0.315,-0.178,0.058,iteration,True
2,0,33,0.017,0.316,-0.117,0.168,iteration,True
2,0,34,0.025,0.237,-0.342,-0.395,iteration,True
2,0,35,0.077,0.261,0.155,-0.658,iteration,True
2,0,36,0.017,0.376,-0.211,0.128,iteration,True
2,0,37,0.02,0.126,-0.568,0.082,iteration,True
2,0,38,0.02,0.053,-0.331,0.196,iteration,True
2,0,39,0.016,0.203,-0.518,0.225,iteration,True
2,0,40,0.006,0.357,-0.101,0.181,iteration,True
2,0,41,-0.006,0.081,-0.386,0.363,iteration,True
3,0,1,0.011,0.014,-0.073,-0.19,iteration,True
3,0,2,0.001,0.018,-0.052,-0.047,iteration,True
3,0,3,0.002,0.017,-0.034,-0.032,iteration,True
3,0,4,-0.001,0.023,-0.025,0.018,iteration,True
3,0,5,0.012,0.03,-0.044,-0.214,iteration,True
3,0,6,0.001,0.019,-0.037,-0.029,iteration,True
3,0,7,0.0,0.013,-0.046,0.025,iteration,True
3,0,8,-0.001,0.014,0.011,-0.001,iteration,True
3,0,9,0.006,0.002,-0.064,-0.087,iteration,True
3,0,10,-0.0,0.008,-0.063,0.023,iteration,True
3,0,11,-0.001,0.006,-0.074,-0.009,iteration,True
3,0,12,0.009,-0.005,-0.043,-0.143,iteration,True
3,0,13,0.001,0.009,-0.047,0.048,iteration,True
3,0,14,-0.002,0.021,0.013,0.002,iteration,True
3,0,15,0.002,0.021,-0.035,-0.041,iteration,True
3,0,16,-0.003,0.002,-0.05,0.046,iteration,True
3,0,17,0.015,-0.012,-0.062,-0.268,iteration,True
3,0,18,0.014,0.01,-0.042,-0.198,iteration,True
3,0,19,-0.001,0.005,-0.047,0.016,iteration,True
3,0,20,-0.002,-0.0,-0.055,-0.003,iteration,True
3,0,21,0.0,0.001,-0.014,0.011,iteration,True
3,0,22,0.012,-0.003,-0.028,-0.207,iteration,True
3,0,23,-0.001,0.01,0.002,-0.006,iteration,True
3,0,24,0.011,0.046,-0.02,-0.159,iteration,True
3,0,25,-0.005,0.029,-0.038,0.145,iteration,True
3,0,26,0.005,0.006,-0.036,-0.085,iteration,True
3,0,27,0.008,0.003,-0.009,-0.161,iteration,True
3,0,28,0.004,0.001,0.013,-0.141,iteration,True
3,0,29,-0.004,0.01,-0.056,-0.035,iteration,True
3,0,30,0.008,-0.003,-0.029,-0.221,iteration,True
3,0,31,-0.005,0.025,-0.02,0.046,iteration,True
3,0,32,-0.004,0.022,-0.017,0.032,iteration,True
3,0,33,0.001,0.029,-0.018,0.013,iteration,True
3,0,34,0.001,0.002,-0.012,-0.252,iteration,True
3,0,35,0.006,-0.005,0.005,-0.203,iteration,True
3,0,36,-0.006,0.029,-0.02,0.058,iteration,True
3,0,37,0.001,0.002,-0.052,-0.02,iteration,True
3,0,38,0.006,0.054,0.017,0.085,iteration,True
3,0,39,-0.003,0.024,-0.079,0.058,iteration,True
3,0,40,-0.002,0.021,-0.005,0.006,iteration,True
3,0,41,-0.008,0.013,-0.035,0.141,iteration,True
4,0,1,-0.005,0.182,-0.224,-0.1,iteration,True
4,0,2,-0.015,0.183,-0.178,0.014,iteration,True
4,0,3,-0.01,0.178,-0.215,-0.049,iteration,True
4,0,4,-0.02,0.119,-0.143,-0.041,iteration,True
4,0,5,-0.005,0.204,-0.197,-0.05,iteration,True
4,0,6,-0.01,0.188,-0.214,-0.046,iteration,True
4,0,7,-0.018,0.113,-0.141,-0.032,iteration,True
4,0,8,-0.016,0.126,-0.135,-0.029,iteration,True
4,0,9,-0.026,0.14,-0.203,0.254,iteration,True
4,0,10,-0.012,0.185,-0.216,-0.008,iteration,True
4,0,11,-0.013,0.188,-0.213,-0.05,iteration,True
4,0,12,-0.0,0.159,-0.229,-0.148,iteration,True
4,0,13,-0.02,0.109,-0.142,-0.049,iteration,True
4,0,14,-0.019,0.124,-0.121,-0.047,iteration,True
4,0,15,-0.01,0.178,-0.207,-0.054,iteration,True
