iteration,backup,model,mean_change,std_change,rms_change,mean_abs_change,min_change,max_change,max_abs_change,n_layers
2,0,1,0.024777777777777777,0.05164575442974266,0.05728195372211236,0.029444444444444447,-0.021,0.155,0.155,9
4,0,1,0.01733333333333333,0.055769366342305,0.058400913234868734,0.023111111111111114,-0.016,0.174,0.174,9
6,0,1,0.012888888888888887,0.06767478513604515,0.06889121859859935,0.030444444444444448,-0.068,0.195,0.195,9
8,0,1,0.004666666666666665,0.045215533220835116,0.04545571715661543,0.022000000000000002,-0.064,0.12,0.12,9
