iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.4,4.501,iteration
2,0,1,3,3.96,4.929,iteration
2,0,1,4,5.77,5.869,iteration
2,0,1,5,10.63,6.179,iteration
2,0,1,6,13.68,6.221,iteration
2,0,1,7,18.64,6.3,iteration
2,0,1,8,22.45,6.6,iteration
2,0,1,9,26.1,6.91,iteration
2,0,1,10,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.4,4.501,iteration
4,0,1,3,3.96,4.928,iteration
4,0,1,4,5.77,5.929,iteration
4,0,1,5,10.63,6.238,iteration
4,0,1,6,13.68,6.265,iteration
4,0,1,7,18.64,6.3,iteration
4,0,1,8,22.45,6.6,iteration
4,0,1,9,26.1,6.91,iteration
4,0,1,10,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.4,4.501,iteration
6,0,1,3,3.96,4.975,iteration
6,0,1,4,5.77,5.957,iteration
6,0,1,5,10.63,6.288,iteration
6,0,1,6,13.68,6.289,iteration
6,0,1,7,18.64,6.3,iteration
6,0,1,8,22.45,6.6,iteration
6,0,1,9,26.1,6.91,iteration
6,0,1,10,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.4,4.501,iteration
8,0,1,3,3.96,5.055,iteration
8,0,1,4,5.77,5.973,iteration
8,0,1,5,10.63,6.314,iteration
8,0,1,6,13.68,6.315,iteration
8,0,1,7,18.64,6.316,iteration
8,0,1,8,22.45,6.6,iteration
8,0,1,9,26.1,6.91,iteration
8,0,1,10,45.0,8.1,iteration
