iteration,backup,attempt,data_variance,mean_squared_residual,rms_residual,step_length,better,accepted,final,status
0,0,0,0.037076,0.026501,0.162793,,True,True,False,accepted
1,0,0,0.022403,0.016013,0.126544,6.167,True,True,False,accepted
2,0,0,0.006272,0.004178,0.064635,1.965,True,True,False,accepted
3,0,0,0.005691,0.004068,0.063777,0.893,True,True,False,accepted
4,0,0,0.002702,0.0018,0.042425,1.521,True,True,False,accepted
5,0,0,0.002499,0.001786,0.042262,0.321,True,True,False,accepted
6,0,0,0.002221,0.001479,0.038463,1.451,True,True,False,accepted
7,0,0,0.002055,0.001469,0.038326,0.221,True,True,False,accepted
8,0,0,0.00208,0.001385,0.037218,1.202,True,True,True,accepted
