iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.9,4.56,iteration
2,0,1,3,3.94,5.178,iteration
2,0,1,4,6.3,5.26,iteration
2,0,1,5,7.68,5.563,iteration
2,0,1,6,9.81,5.904,iteration
2,0,1,7,13.51,6.211,iteration
2,0,1,8,15.86,6.288,iteration
2,0,1,9,18.84,6.573,iteration
2,0,1,10,23.41,6.72,iteration
2,0,1,11,27.11,6.95,iteration
2,0,1,12,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.9,4.501,iteration
4,0,1,3,3.94,5.258,iteration
4,0,1,4,6.3,5.283,iteration
4,0,1,5,7.68,5.631,iteration
4,0,1,6,9.81,5.939,iteration
4,0,1,7,13.51,6.236,iteration
4,0,1,8,15.86,6.348,iteration
4,0,1,9,18.84,6.572,iteration
4,0,1,10,23.41,6.72,iteration
4,0,1,11,27.11,6.95,iteration
4,0,1,12,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.9,4.501,iteration
6,0,1,3,3.94,5.325,iteration
6,0,1,4,6.3,5.326,iteration
6,0,1,5,7.68,5.71,iteration
6,0,1,6,9.81,5.987,iteration
6,0,1,7,13.51,6.274,iteration
6,0,1,8,15.86,6.425,iteration
6,0,1,9,18.84,6.572,iteration
6,0,1,10,23.41,6.72,iteration
6,0,1,11,27.11,6.95,iteration
6,0,1,12,45.0,8.1,iteration
8,0,1,1,-5.0,4.499,iteration
8,0,1,2,1.9,4.5,iteration
8,0,1,3,3.94,5.375,iteration
8,0,1,4,6.3,5.376,iteration
8,0,1,5,7.68,5.789,iteration
8,0,1,6,9.81,6.036,iteration
8,0,1,7,13.51,6.326,iteration
8,0,1,8,15.86,6.505,iteration
8,0,1,9,18.84,6.572,iteration
8,0,1,10,23.41,6.72,iteration
8,0,1,11,27.11,6.95,iteration
8,0,1,12,45.0,8.1,iteration
