iteration,backup,event,origin_time_change,dx,dy,dz,change_type,applied
1,0,1,-0.317,-0.053,-0.574,0.019,iteration,True
1,0,2,-0.282,-0.361,0.235,-0.412,iteration,True
1,0,3,-0.279,-0.02,-0.178,0.187,iteration,True
1,0,4,-0.355,-0.068,0.484,-0.008,iteration,True
1,0,5,-0.258,0.148,-0.393,0.264,iteration,True
1,0,6,-0.371,0.061,-0.006,0.383,iteration,True
1,0,7,-0.36,0.386,0.515,-0.123,iteration,True
1,0,8,-0.41,0.389,0.334,0.077,iteration,True
1,0,9,-0.242,0.491,-0.171,-0.163,iteration,True
1,0,10,-0.254,0.42,0.198,-0.105,iteration,True
1,0,11,-0.299,0.491,0.119,-0.157,iteration,True
1,0,12,-0.365,-0.281,-0.376,0.36,iteration,True
1,0,13,-0.327,-0.115,0.658,-0.408,iteration,True
1,0,14,-0.422,-0.092,0.218,0.187,iteration,True
1,0,15,-0.291,0.02,0.27,0.281,iteration,True
1,0,16,-0.322,0.014,-0.117,-0.235,iteration,True
1,0,17,-0.27,0.26,0.055,-0.14,iteration,True
1,0,18,-0.303,0.593,-0.341,0.733,iteration,True
1,0,19,-0.384,0.199,0.496,0.101,iteration,True
1,0,20,-0.316,0.3,0.22,0.357,iteration,True
1,0,21,-0.398,0.082,-0.307,0.785,iteration,True
1,0,22,-0.382,-0.06,-0.847,0.602,iteration,True
1,0,23,-0.371,0.165,0.467,0.367,iteration,True
1,0,24,-0.297,0.244,-0.363,0.09,iteration,True
1,0,25,-0.31,0.208,-0.273,0.212,iteration,True
1,0,26,-0.342,0.05,-0.725,0.344,iteration,True
1,0,27,-0.361,-0.114,-0.611,0.581,iteration,True
1,0,28,-0.116,-0.393,0.533,0.363,iteration,True
1,0,29,-0.423,-0.016,-0.397,0.451,iteration,True
1,0,30,-0.311,-0.222,-0.531,0.883,iteration,True
1,0,31,-0.255,-0.481,0.42,0.009,iteration,True
1,0,32,-0.256,-0.387,0.147,-0.143,iteration,True
1,0,33,-0.4,0.057,0.108,0.453,iteration,True
1,0,34,-0.326,-0.101,0.698,-0.548,iteration,True
1,0,35,-0.351,-0.556,-0.097,0.269,iteration,True
1,0,36,-0.319,-0.064,0.57,0.095,iteration,True
1,0,37,-0.246,0.234,-0.033,-0.108,iteration,True
1,0,38,-0.323,0.3,0.162,0.619,iteration,True
1,0,39,-0.278,-0.009,0.186,0.211,iteration,True
1,0,40,-0.365,0.056,0.289,0.389,iteration,True
1,0,41,-0.293,0.081,0.456,-0.418,iteration,True
2,0,1,0.097,0.43,-0.347,-0.403,iteration,True
2,0,2,0.102,0.486,-0.473,-0.085,iteration,True
2,0,3,0.081,0.413,-0.288,-0.108,iteration,True
2,0,4,0.073,0.366,-0.176,0.044,iteration,True
2,0,5,0.119,0.503,-0.338,-0.389,iteration,True
2,0,6,0.083,0.429,-0.296,-0.084,iteration,True
2,0,7,0.052,0.182,-0.423,0.284,iteration,True
2,0,8,0.08,0.375,-0.015,-0.09,iteration,True
2,0,9,0.045,0.051,-0.538,-0.086,iteration,True
2,0,10,0.046,0.132,-0.513,0.094,iteration,True
2,0,11,0.043,0.123,-0.593,-0.032,iteration,True
2,0,12,0.108,0.34,-0.311,-0.306,iteration,True
2,0,13,0.049,0.209,-0.407,0.175,iteration,True
2,0,14,0.093,0.433,0.122,0.009,iteration,True
2,0,15,0.085,0.388,-0.247,-0.113,iteration,True
2,0,16,0.041,0.083,-0.51,0.111,iteration,True
2,0,17,0.056,0.061,-0.508,-0.137,iteration,True
2,0,18,0.104,0.153,-0.238,-0.315,iteration,True
2,0,19,0.058,0.196,-0.482,0.212,iteration,True
2,0,20,0.044,0.011,-0.613,0.007,iteration,True
2,0,21,0.069,0.078,-0.278,0.062,iteration,True
2,0,22,0.127,0.368,-0.115,-0.45,iteration,True
2,0,23,0.076,0.405,-0.072,-0.144,iteration,True
2,0,24,0.151,0.542,-0.104,-0.202,iteration,True
2,0,25,0.022,0.18,-0.5,0.367,iteration,True
2,0,26,0.09,0.325,-0.311,-0.196,iteration,True
2,0,27,0.135,0.455,-0.113,-0.317,iteration,True
2,0,28,0.065,0.324,0.068,-0.174,iteration,True
2,0,29,0.097,0.415,-0.521,0.067,iteration,True
2,0,30,0.074,0.318,0.087,-0.302,iteration,True
2,0,31,0.046,0.387,-0.191,0.078,iteration,True
2,0,32,0.043,0.356,-0.144,0.03,iteration,True
2,0,33,0.064,0.283,-0.167,-0.272,iteration,True
2,0,34,0.057,0.159,-0.408,-0.245,iteration,True
2,0,35,0.068,0.385,0.052,-0.275,iteration,True
2,0,36,0.044,0.412,-0.183,0.09,iteration,True
2,0,37,0.047,0.102,-0.531,0.03,iteration,True
2,0,38,0.04,0.07,-0.41,0.108,iteration,True
2,0,39,0.04,0.19,-0.468,0.169,iteration,True
2,0,40,0.074,0.369,-0.101,-0.422,iteration,True
2,0,41,0.033,0.129,-0.374,0.334,iteration,True
3,0,1,0.012,0.014,-0.07,-0.204,iteration,True
3,0,2,0.002,0.019,-0.053,-0.069,iteration,True
3,0,3,0.001,0.017,-0.031,-0.036,iteration,True
3,0,4,-0.0,0.027,-0.027,0.006,iteration,True
3,0,5,0.013,0.033,-0.043,-0.237,iteration,True
3,0,6,0.002,0.019,-0.035,-0.036,iteration,True
3,0,7,0.001,0.017,-0.046,0.032,iteration,True
3,0,8,-0.001,0.016,0.009,-0.011,iteration,True
3,0,9,0.006,0.01,-0.063,-0.116,iteration,True
3,0,10,-0.001,0.007,-0.061,0.016,iteration,True
3,0,11,-0.0,0.005,-0.073,-0.019,iteration,True
3,0,12,0.007,0.004,-0.039,-0.113,iteration,True
3,0,13,0.001,0.015,-0.046,0.023,iteration,True
3,0,14,-0.001,0.032,0.002,-0.007,iteration,True
3,0,15,0.002,0.02,-0.032,-0.047,iteration,True
3,0,16,-0.002,0.002,-0.051,0.025,iteration,True
3,0,17,0.002,-0.003,-0.056,-0.057,iteration,True
3,0,18,0.01,0.009,-0.045,-0.132,iteration,True
3,0,19,0.002,0.019,-0.058,0.014,iteration,True
3,0,20,0.0,-0.003,-0.058,-0.039,iteration,True
3,0,21,0.0,0.0,-0.016,-0.001,iteration,True
3,0,22,0.009,0.005,-0.031,-0.158,iteration,True
3,0,23,-0.001,-0.027,0.016,-0.116,iteration,True
3,0,24,0.011,0.055,-0.024,-0.183,iteration,True
3,0,25,-0.006,0.014,-0.046,0.09,iteration,True
3,0,26,0.004,0.01,-0.034,-0.071,iteration,True
3,0,27,0.006,0.013,-0.023,-0.119,iteration,True
3,0,28,-0.002,0.013,0.011,-0.025,iteration,True
3,0,29,-0.001,0.019,-0.045,-0.011,iteration,True
3,0,30,0.003,0.009,-0.012,-0.12,iteration,True
3,0,31,-0.004,0.029,-0.019,0.037,iteration,True
3,0,32,-0.003,0.025,-0.014,0.02,iteration,True
3,0,33,0.004,0.009,0.009,-0.086,iteration,True
3,0,34,0.0,-0.007,-0.031,-0.103,iteration,True
