iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.96,4.747,iteration
2,0,1,3,3.55,5.662,iteration
2,0,1,4,5.79,6.022,iteration
2,0,1,5,8.79,6.25,iteration
2,0,1,6,18.85,6.42,iteration
2,0,1,7,22.7,6.8,iteration
2,0,1,8,27.15,7.0,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.96,4.734,iteration
4,0,1,3,3.55,5.668,iteration
4,0,1,4,5.79,6.035,iteration
4,0,1,5,8.79,6.244,iteration
4,0,1,6,18.85,6.42,iteration
4,0,1,7,22.7,6.8,iteration
4,0,1,8,27.15,7.0,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.96,4.722,iteration
6,0,1,3,3.55,5.671,iteration
6,0,1,4,5.79,6.042,iteration
6,0,1,5,8.79,6.242,iteration
6,0,1,6,18.85,6.42,iteration
6,0,1,7,22.7,6.8,iteration
6,0,1,8,27.15,7.0,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.96,4.711,iteration
8,0,1,3,3.55,5.674,iteration
8,0,1,4,5.79,6.046,iteration
8,0,1,5,8.79,6.24,iteration
8,0,1,6,18.85,6.42,iteration
8,0,1,7,22.7,6.8,iteration
8,0,1,8,27.15,7.0,iteration
8,0,1,9,45.0,8.1,iteration
