iteration,backup,attempt,data_variance,mean_squared_residual,rms_residual,step_length,better,accepted,final,status
0,0,0,0.021375,0.014606,0.120855,,True,True,False,accepted
1,0,0,0.00271,0.001852,0.043029,7.922,True,True,False,accepted
2,0,0,0.001521,0.000971,0.031166,1.542,True,True,False,accepted
3,0,0,0.001399,0.000956,0.030917,0.398,True,True,False,accepted
4,0,0,0.001457,0.000931,0.030506,0.662,True,True,False,accepted
5,0,0,0.001358,0.000928,0.030465,0.145,True,True,False,accepted
6,0,0,0.001438,0.000919,0.030307,0.415,True,True,False,accepted
7,0,0,0.001344,0.000918,0.0303,0.063,True,True,False,accepted
8,0,0,0.001431,0.000914,0.030229,0.278,True,True,True,accepted
