iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.34,4.85,iteration
2,0,1,3,4.8,5.027,iteration
2,0,1,4,5.51,6.057,iteration
2,0,1,5,9.92,6.374,iteration
2,0,1,6,20.05,6.52,iteration
2,0,1,7,23.38,6.81,iteration
2,0,1,8,27.81,7.08,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.34,4.914,iteration
4,0,1,3,4.8,5.129,iteration
4,0,1,4,5.51,6.047,iteration
4,0,1,5,9.92,6.375,iteration
4,0,1,6,20.05,6.52,iteration
4,0,1,7,23.38,6.81,iteration
4,0,1,8,27.81,7.08,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.34,4.945,iteration
6,0,1,3,4.8,5.247,iteration
6,0,1,4,5.51,6.036,iteration
6,0,1,5,9.92,6.366,iteration
6,0,1,6,20.05,6.52,iteration
6,0,1,7,23.38,6.81,iteration
6,0,1,8,27.81,7.08,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.34,4.965,iteration
8,0,1,3,4.8,5.382,iteration
8,0,1,4,5.51,6.017,iteration
8,0,1,5,9.92,6.345,iteration
8,0,1,6,20.05,6.52,iteration
8,0,1,7,23.38,6.81,iteration
8,0,1,8,27.81,7.08,iteration
8,0,1,9,45.0,8.1,iteration
