iteration,backup,event,origin_time_change,dx,dy,dz,change_type,applied
1,0,1,-0.714,-0.117,-0.561,1.328,iteration,True
1,0,2,-0.599,-0.272,0.378,0.942,iteration,True
1,0,3,-0.656,-0.154,-0.178,1.592,iteration,True
1,0,4,-0.622,-0.542,0.385,2.0,iteration,True
1,0,5,-0.645,0.32,-0.323,1.673,iteration,True
1,0,6,-0.759,-0.001,0.025,1.773,iteration,True
1,0,7,-0.531,-0.054,0.462,1.077,iteration,True
1,0,8,-0.747,0.16,-0.012,2.0,iteration,True
1,0,9,-0.607,0.604,-0.223,1.244,iteration,True
1,0,10,-0.637,0.358,0.216,1.263,iteration,True
1,0,11,-0.688,0.441,0.214,1.24,iteration,True
1,0,12,-0.837,-0.238,-0.4,2.0,iteration,True
1,0,13,-0.524,-0.765,0.441,1.516,iteration,True
1,0,14,-0.702,-0.651,0.027,2.0,iteration,True
1,0,15,-0.673,-0.041,0.282,1.698,iteration,True
1,0,16,-0.7,0.023,-0.057,1.32,iteration,True
1,0,17,-0.673,0.442,-0.126,1.593,iteration,True
1,0,18,-0.802,0.707,-0.323,2.0,iteration,True
1,0,19,-0.579,-0.294,0.401,1.684,iteration,True
1,0,20,-0.686,0.31,0.163,1.879,iteration,True
1,0,21,-0.542,-0.275,-0.32,1.924,iteration,True
1,0,22,-0.91,0.079,-0.744,2.0,iteration,True
1,0,23,-0.749,-0.106,-0.092,2.0,iteration,True
1,0,24,-0.737,0.533,-0.575,2.0,iteration,True
1,0,25,-0.669,0.125,-0.262,1.54,iteration,True
1,0,26,-0.753,0.236,-0.613,2.0,iteration,True
1,0,27,-0.864,0.146,-1.061,2.0,iteration,True
1,0,28,-0.639,-0.654,-0.193,2.0,iteration,True
1,0,29,-0.764,0.311,-0.08,2.0,iteration,True
1,0,30,-0.818,-0.176,-0.647,2.0,iteration,True
1,0,31,-0.733,-0.54,0.311,2.0,iteration,True
1,0,32,-0.731,-0.423,-0.004,2.0,iteration,True
1,0,33,-0.65,-0.566,-0.094,1.771,iteration,True
1,0,34,-0.717,-0.669,0.175,2.0,iteration,True
1,0,35,-0.889,-0.75,-0.605,2.0,iteration,True
1,0,36,-0.794,-0.098,0.571,2.0,iteration,True
1,0,37,-0.622,0.273,-0.054,1.391,iteration,True
1,0,38,-0.405,0.395,0.264,1.586,iteration,True
1,0,39,-0.676,-0.125,0.22,1.58,iteration,True
1,0,40,-0.639,-0.237,0.061,2.0,iteration,True
1,0,41,-0.612,-0.384,0.187,1.811,iteration,True
2,0,1,0.057,0.154,-0.138,-0.181,iteration,True
2,0,2,0.043,0.159,-0.188,-0.005,iteration,True
2,0,3,0.046,0.153,-0.119,-0.089,iteration,True
2,0,4,0.034,0.171,-0.058,-0.158,iteration,True
2,0,5,0.059,0.163,-0.132,-0.158,iteration,True
2,0,6,0.048,0.156,-0.12,-0.086,iteration,True
2,0,7,-0.013,0.127,-0.117,0.15,iteration,True
2,0,8,0.06,0.137,0.058,-0.057,iteration,True
2,0,9,0.032,0.017,-0.152,-0.028,iteration,True
2,0,10,0.035,0.06,-0.188,-0.013,iteration,True
2,0,11,0.035,0.061,-0.221,-0.054,iteration,True
2,0,12,0.084,0.056,-0.126,-0.232,iteration,True
2,0,13,0.01,0.186,-0.129,-0.103,iteration,True
2,0,14,0.035,0.234,0.059,-0.051,iteration,True
2,0,15,0.047,0.137,-0.097,-0.094,iteration,True
2,0,16,0.039,0.036,-0.19,-0.043,iteration,True
2,0,17,0.049,-0.0,-0.117,-0.161,iteration,True
2,0,18,0.107,0.051,-0.06,-0.312,iteration,True
2,0,19,-0.004,0.145,-0.155,0.117,iteration,True
2,0,20,0.042,0.025,-0.172,-0.078,iteration,True
2,0,21,-0.005,0.079,-0.115,-0.032,iteration,True
2,0,22,0.112,0.072,-0.037,-0.249,iteration,True
2,0,23,0.072,0.118,0.088,-0.099,iteration,True
2,0,24,0.078,0.161,0.011,-0.057,iteration,True
2,0,25,0.029,0.096,-0.171,0.028,iteration,True
2,0,26,0.066,0.059,-0.137,-0.193,iteration,True
2,0,27,0.104,0.057,0.124,-0.156,iteration,True
2,0,28,0.094,0.09,0.167,0.007,iteration,True
2,0,29,0.054,0.055,-0.25,-0.003,iteration,True
2,0,30,0.091,-0.001,0.028,0.059,iteration,True
2,0,31,0.07,0.084,-0.078,-0.062,iteration,True
