iteration,backup,attempt,data_variance,mean_squared_residual,rms_residual,step_length,better,accepted,final,status
0,0,0,0.035562,0.025419,0.159434,,True,True,False,accepted
1,0,0,0.025049,0.017904,0.133807,4.514,True,True,False,accepted
2,0,0,0.002928,0.001951,0.044165,2.951,True,True,False,accepted
3,0,0,0.002662,0.001903,0.043622,0.703,True,True,False,accepted
4,0,0,0.002395,0.001595,0.03994,1.871,True,True,False,accepted
5,0,0,0.002209,0.001579,0.03974,0.324,True,True,False,accepted
6,0,0,0.002218,0.001477,0.038436,1.46,True,True,False,accepted
7,0,0,0.002046,0.001463,0.038246,0.391,True,True,False,accepted
8,0,0,0.002124,0.001414,0.03761,1.072,True,True,True,accepted
