iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.71,4.501,iteration
2,0,1,3,4.07,4.85,iteration
2,0,1,4,5.42,5.24,iteration
2,0,1,5,8.13,5.358,iteration
2,0,1,6,10.0,5.663,iteration
2,0,1,7,13.27,5.973,iteration
2,0,1,8,16.48,6.381,iteration
2,0,1,9,19.87,6.57,iteration
2,0,1,10,22.81,6.87,iteration
2,0,1,11,27.52,7.07,iteration
2,0,1,12,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.71,4.501,iteration
4,0,1,3,4.07,4.725,iteration
4,0,1,4,5.42,5.348,iteration
4,0,1,5,8.13,5.446,iteration
4,0,1,6,10.0,5.741,iteration
4,0,1,7,13.27,6.018,iteration
4,0,1,8,16.48,6.429,iteration
4,0,1,9,19.87,6.57,iteration
4,0,1,10,22.81,6.87,iteration
4,0,1,11,27.52,7.07,iteration
4,0,1,12,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.71,4.501,iteration
6,0,1,3,4.07,4.6,iteration
6,0,1,4,5.42,5.437,iteration
6,0,1,5,8.13,5.507,iteration
6,0,1,6,10.0,5.821,iteration
6,0,1,7,13.27,6.062,iteration
6,0,1,8,16.48,6.485,iteration
6,0,1,9,19.87,6.57,iteration
6,0,1,10,22.81,6.87,iteration
6,0,1,11,27.52,7.07,iteration
6,0,1,12,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.71,4.501,iteration
8,0,1,3,4.07,4.502,iteration
8,0,1,4,5.42,5.513,iteration
8,0,1,5,8.13,5.583,iteration
8,0,1,6,10.0,5.903,iteration
8,0,1,7,13.27,6.109,iteration
8,0,1,8,16.48,6.55,iteration
8,0,1,9,19.87,6.57,iteration
8,0,1,10,22.81,6.87,iteration
8,0,1,11,27.52,7.07,iteration
8,0,1,12,45.0,8.1,iteration
