iteration,backup,attempt,data_variance,mean_squared_residual,rms_residual,step_length,better,accepted,final,status
0,0,0,0.1591,0.113722,0.337227,,True,True,False,accepted
1,0,0,0.076549,0.054716,0.233914,14.181,True,True,False,accepted
2,0,0,0.037438,0.024741,0.157294,1.606,True,True,False,accepted
3,0,0,0.022374,0.015993,0.126463,6.751,True,True,False,accepted
4,0,0,0.015587,0.010301,0.101494,1.062,True,True,False,accepted
5,0,0,0.014027,0.010026,0.10013,1.436,True,True,False,accepted
6,0,0,0.010481,0.006926,0.083225,0.983,True,True,False,accepted
7,0,0,0.009746,0.006966,0.083466,0.785,True,True,False,accepted
8,0,0,0.00716,0.004732,0.068789,1.055,True,True,True,accepted
