iteration,backup,model,mean_change,std_change,rms_change,mean_abs_change,min_change,max_change,max_abs_change,n_layers
2,0,1,0.03183333333333333,0.09396615821075632,0.09921189444819607,0.06516666666666666,-0.2,0.171,0.2,12
4,0,1,0.021666666666666667,0.038075217953706095,0.043808294496210036,0.028166666666666663,-0.039,0.103,0.103,12
6,0,1,0.017666666666666664,0.05854390565113408,0.06115145133191852,0.04016666666666666,-0.135,0.108,0.135,12
8,0,1,0.019333333333333338,0.05436961978490888,0.057704708069041766,0.039,-0.118,0.089,0.118,12
